times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,2.776223E-01,5.615804E+00,1.218486E-01,1.543975E+00,7.992790E-01,4.918293E-01,3.159483E-01,2.670906E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
2.000000E+01,2.775185E-01,5.615582E+00,1.217715E-01,1.543458E+00,7.992666E-01,4.904403E-01,3.159755E-01,2.682123E-01,1.982237E-07,1.695356E-05,2.175785E-05,3.716648E-06,6.835292E-06,1.952243E-05,3.132665E-05,2.547723E-08,5.815970E-06,2.620461E-08,3.768605E-06,3.265322E-06,3.632531E-09,1.724062E-06,1.804140E-08,7.832870E-06,7.149965E-06,1.689750E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
4.000000E+01,2.774148E-01,5.615361E+00,1.217027E-01,1.542973E+00,7.992519E-01,4.890577E-01,3.160041E-01,2.693293E-01,1.372489E-06,3.836724E-05,4.354504E-05,1.336535E-05,1.396141E-05,5.135810E-05,6.262017E-05,1.596019E-07,1.272431E-05,1.009307E-07,7.882748E-06,6.535672E-06,1.446971E-08,3.730152E-06,7.243922E-08,2.572726E-05,1.429079E-05,2.260115E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
6.000000E+01,2.773112E-01,5.615140E+00,1.216414E-01,1.542489E+00,7.992363E-01,4.876803E-01,3.160317E-01,2.704418E-01,4.028957E-06,5.980699E-05,6.533127E-05,2.717844E-05,2.107831E-05,8.407361E-05,9.387528E-05,4.377637E-07,1.958625E-05,2.244061E-07,1.198752E-05,9.808192E-06,3.241561E-08,5.739644E-06,1.644503E-07,4.723871E-05,2.142334E-05,2.452546E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
8.000000E+01,2.772075E-01,5.614918E+00,1.215871E-01,1.542003E+00,7.992235E-01,4.863041E-01,3.160603E-01,2.715502E-01,8.347597E-06,8.124338E-05,8.711467E-05,4.391438E-05,2.818987E-05,1.168439E-04,1.250911E-04,8.681349E-07,2.640022E-05,3.960882E-07,1.608288E-05,1.308257E-05,5.737467E-08,7.752715E-06,2.937401E-07,7.004965E-05,2.854752E-05,2.517499E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
1.000000E+02,2.771040E-01,5.614697E+00,1.215393E-01,1.541518E+00,7.992112E-01,4.849311E-01,3.160889E-01,2.726536E-01,1.431999E-05,1.026758E-04,1.088968E-04,6.270152E-05,3.529610E-05,1.496097E-04,1.562676E-04,1.451220E-06,3.316465E-05,6.179545E-07,2.016918E-05,1.635975E-05,8.925272E-08,9.769118E-06,4.589550E-07,9.332589E-05,3.566087E-05,2.539345E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
1.200000E+02,2.770007E-01,5.614472E+00,1.214975E-01,1.541031E+00,7.991964E-01,4.835665E-01,3.161177E-01,2.737524E-01,2.183614E-05,1.241055E-04,1.306780E-04,8.292801E-05,4.239243E-05,1.823678E-04,1.874060E-04,2.185377E-06,3.988444E-05,8.848842E-07,2.424631E-05,1.963871E-05,1.279567E-07,1.178907E-05,6.613113E-07,1.167673E-04,4.276623E-05,2.546645E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
1.400000E+02,2.768968E-01,5.614250E+00,1.214611E-01,1.540545E+00,7.991825E-01,4.822031E-01,3.161452E-01,2.748480E-01,3.073824E-05,1.455318E-04,1.524557E-04,1.041635E-04,4.948246E-05,2.151177E-04,2.185050E-04,3.068384E-06,4.655018E-05,1.205864E-06,2.831350E-05,2.291999E-05,1.733905E-07,1.381166E-05,8.991297E-07,1.402673E-04,4.986593E-05,2.549173E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
1.600000E+02,2.767931E-01,5.614029E+00,1.214296E-01,1.540060E+00,7.991677E-01,4.808453E-01,3.161729E-01,2.759381E-01,4.085246E-05,1.669549E-04,1.742321E-04,1.261052E-04,5.656391E-05,2.478596E-04,2.495649E-04,4.097896E-06,5.317074E-05,1.572614E-06,3.237111E-05,2.620281E-05,2.254657E-07,1.583805E-05,1.172111E-06,1.637873E-04,5.695796E-05,2.550035E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
1.800000E+02,2.766893E-01,5.613807E+00,1.214029E-01,1.539574E+00,7.991530E-01,4.794915E-01,3.162012E-01,2.770241E-01,5.200733E-05,1.883742E-04,1.960069E-04,1.485413E-04,6.363845E-05,2.805922E-04,2.805859E-04,5.271535E-06,5.974610E-05,1.985046E-06,3.641996E-05,2.948765E-05,2.840944E-07,1.786760E-05,1.485927E-06,1.873131E-04,6.404174E-05,2.550309E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
2.000000E+02,2.765855E-01,5.613582E+00,1.213808E-01,1.539087E+00,7.991398E-01,4.781425E-01,3.162291E-01,2.781057E-01,6.404391E-05,2.097913E-04,2.177794E-04,1.713238E-04,7.070412E-05,3.133183E-04,3.115696E-04,6.586944E-06,6.627234E-05,2.446014E-06,4.045911E-05,3.277348E-05,3.491828E-07,1.990113E-05,1.831377E-06,2.108396E-04,7.111745E-05,2.550246E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
2.200000E+02,2.764814E-01,5.613357E+00,1.213626E-01,1.538602E+00,7.991255E-01,4.767972E-01,3.162573E-01,2.791827E-01,7.681966E-05,2.312056E-04,2.395508E-04,1.943473E-04,7.776090E-05,3.460363E-04,3.425140E-04,8.041818E-06,7.275042E-05,2.955809E-06,4.448886E-05,3.606160E-05,4.206433E-07,2.193764E-05,2.216530E-06,2.343649E-04,7.818740E-05,2.550304E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
2.400000E+02,2.763775E-01,5.613135E+00,1.213481E-01,1.538115E+00,7.991107E-01,4.754570E-01,3.162845E-01,2.802554E-01,9.021063E-05,2.526163E-04,2.613199E-04,2.175388E-04,8.481326E-05,3.787454E-04,3.734199E-04,9.633857E-06,7.918729E-05,3.507051E-06,4.850906E-05,3.935220E-05,4.983857E-07,2.397750E-05,2.637889E-06,2.578889E-04,8.524788E-05,2.550267E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
2.600000E+02,2.762736E-01,5.612910E+00,1.213372E-01,1.537628E+00,7.990964E-01,4.741212E-01,3.163116E-01,2.813240E-01,1.041101E-04,2.740242E-04,2.830870E-04,2.408467E-04,9.185597E-05,4.114458E-04,4.042874E-04,1.136092E-05,8.557335E-05,4.109404E-06,5.252051E-05,4.264484E-05,5.823273E-07,2.602024E-05,3.101197E-06,2.814100E-04,9.230008E-05,2.550214E-05, 0.0022035424, 0.0293564308, 0.0110768203, 0.0366076016, 0.031625435
