times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,6.975173E-02,6.087103E+00,2.148851E-01,1.047010E+00,6.982223E-01,5.552466E-01,5.411103E-01,6.880197E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
2.000000E+01,6.964330E-02,6.086225E+00,2.146079E-01,1.045594E+00,6.980019E-01,5.532219E-01,5.411324E-01,7.006665E-02,6.540422E-07,5.758829E-05,7.540128E-05,1.316345E-05,2.650206E-05,6.716704E-05,1.075576E-04,8.792766E-08,2.024721E-05,3.682651E-07,1.339862E-05,1.182748E-05,1.306092E-08,6.167699E-06,4.456014E-07,2.636380E-05,2.164499E-05,5.790996E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
4.000000E+01,6.953460E-02,6.085344E+00,2.143411E-01,1.044309E+00,6.977766E-01,5.512068E-01,5.411529E-01,7.132281E-02,4.527471E-06,1.302856E-04,1.508858E-04,4.730060E-05,5.406290E-05,1.766078E-04,2.150025E-04,5.497105E-07,4.366209E-05,1.601510E-06,2.793655E-05,2.370382E-05,5.161093E-08,1.338228E-05,1.802671E-06,8.656274E-05,4.327239E-05,7.746138E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
6.000000E+01,6.942610E-02,6.084458E+00,2.140849E-01,1.043026E+00,6.975518E-01,5.492002E-01,5.411722E-01,7.256871E-02,1.328847E-05,2.030244E-04,2.263412E-04,9.612070E-05,8.153802E-05,2.889847E-04,3.223125E-04,1.504852E-06,6.624225E-05,3.688085E-06,4.234963E-05,3.561788E-05,1.147014E-07,2.065367E-05,4.076540E-06,1.589019E-04,6.487249E-05,8.405895E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
8.000000E+01,6.931790E-02,6.083577E+00,2.138368E-01,1.041738E+00,6.973302E-01,5.471987E-01,5.411927E-01,7.380561E-02,2.752848E-05,2.757108E-04,3.017707E-04,1.552138E-04,1.089211E-04,4.014645E-04,4.294889E-04,2.978501E-06,8.798227E-05,6.625731E-06,5.663795E-05,4.757059E-05,2.013876E-07,2.797918E-05,7.220692E-06,2.355798E-04,8.644786E-05,8.628303E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
1.000000E+02,6.920983E-02,6.082691E+00,2.135981E-01,1.040454E+00,6.971045E-01,5.452069E-01,5.412108E-01,7.503406E-02,4.721762E-05,3.483379E-04,3.771677E-04,2.214865E-04,1.362321E-04,5.138368E-04,5.365305E-04,4.969396E-06,1.089408E-04,1.035601E-05,7.080562E-05,5.955607E-05,3.107712E-07,3.536122E-05,1.126427E-05,3.137918E-04,1.079955E-04,8.703283E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
1.200000E+02,6.910168E-02,6.081806E+00,2.133678E-01,1.039168E+00,6.968765E-01,5.432278E-01,5.412301E-01,7.625271E-02,7.199119E-05,4.209135E-04,4.525398E-04,2.927661E-04,1.634351E-04,6.260965E-04,6.434375E-04,7.468934E-06,1.291846E-04,1.481282E-05,8.484970E-05,7.158766E-05,4.420020E-07,4.278889E-05,1.624359E-05,3.925300E-04,1.295266E-04,8.728556E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
1.400000E+02,6.899379E-02,6.080916E+00,2.131443E-01,1.037884E+00,6.966505E-01,5.412576E-01,5.412490E-01,7.746291E-02,1.013267E-04,4.934373E-04,5.278855E-04,3.675335E-04,1.905548E-04,7.382430E-04,7.502150E-04,1.046645E-05,1.486810E-04,2.002510E-05,9.877200E-05,8.364932E-05,5.942400E-07,5.027327E-05,2.211714E-05,4.714338E-04,1.510318E-04,8.736504E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
1.600000E+02,6.888630E-02,6.080023E+00,2.129292E-01,1.036595E+00,6.964269E-01,5.392922E-01,5.412695E-01,7.866546E-02,1.346491E-04,5.659092E-04,6.032024E-04,4.447304E-04,2.175953E-04,8.502736E-04,8.568585E-04,1.395194E-05,1.674602E-04,2.596518E-05,1.125758E-04,9.573869E-05,7.666351E-07,5.781960E-05,2.877126E-05,5.503718E-04,1.725108E-04,8.739090E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
1.800000E+02,6.877858E-02,6.079130E+00,2.127201E-01,1.035315E+00,6.962001E-01,5.373331E-01,5.412900E-01,7.985877E-02,1.713938E-04,6.383152E-04,6.784883E-04,5.236009E-04,2.445475E-04,9.621575E-04,9.633640E-04,1.791291E-05,1.855466E-04,3.260951E-05,1.262644E-04,1.078591E-04,9.584334E-07,6.542104E-05,3.629112E-05,6.292979E-04,1.939631E-04,8.740177E-05, 0.0076081177, 0.0011177484, 0.035198772, 0.0215630261, 0.0491899116
