times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,4.942979E-01,5.947353E+00,3.347203E-01,1.336371E+00,7.152767E-01,1.289342E+00,7.076244E-01,1.570500E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
2.000000E+01,4.931757E-01,5.945851E+00,3.341360E-01,1.334069E+00,7.151073E-01,1.282874E+00,7.079645E-01,1.598756E-01,1.650466E-06,1.426613E-04,1.853405E-04,3.122172E-05,6.559628E-05,1.663680E-04,2.661958E-04,2.220053E-07,5.041223E-05,8.082995E-07,3.241592E-05,2.856938E-05,3.064938E-08,1.468015E-05,1.047005E-06,6.747843E-05,6.119382E-05,1.475023E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
4.000000E+01,4.920501E-01,5.944345E+00,3.335807E-01,1.331976E+00,7.149339E-01,1.276433E+00,7.083134E-01,1.626742E-01,1.142386E-05,3.227090E-04,3.708371E-04,1.121463E-04,1.337679E-04,4.373319E-04,5.321112E-04,1.386682E-06,1.089015E-04,3.555620E-06,6.752353E-05,5.726699E-05,1.210453E-07,3.187422E-05,4.152287E-06,2.215053E-04,1.223618E-04,1.972987E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
6.000000E+01,4.909268E-01,5.942835E+00,3.330559E-01,1.329871E+00,7.147628E-01,1.270022E+00,7.086647E-01,1.654459E-01,3.352689E-05,5.028268E-04,5.562242E-04,2.278259E-04,2.016653E-04,7.154731E-04,7.977027E-04,3.793095E-06,1.655258E-04,8.216254E-06,1.022734E-04,8.608577E-05,2.689035E-07,4.921184E-05,9.339195E-06,4.065482E-04,1.834506E-04,2.140903E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
8.000000E+01,4.898023E-01,5.941321E+00,3.325537E-01,1.327774E+00,7.145946E-01,1.263632E+00,7.090083E-01,1.681904E-01,6.944886E-05,6.827721E-04,7.415024E-04,3.677900E-04,2.693350E-04,9.938133E-04,1.062957E-03,7.501679E-06,2.202274E-04,1.483230E-05,1.366692E-04,1.149909E-04,4.719763E-07,6.670598E-05,1.654991E-05,6.026496E-04,2.444828E-04,2.197548E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
1.000000E+02,4.886755E-01,5.939795E+00,3.320748E-01,1.325686E+00,7.144168E-01,1.257278E+00,7.093444E-01,1.709050E-01,1.191113E-04,8.625494E-04,9.266675E-04,5.246832E-04,3.367397E-04,1.271824E-03,1.327876E-03,1.250618E-05,2.732119E-04,2.319920E-05,1.707072E-04,1.439985E-04,7.281529E-07,8.434865E-05,2.598744E-05,8.026360E-04,3.054711E-04,2.216672E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
1.200000E+02,4.875510E-01,5.938269E+00,3.316224E-01,1.323587E+00,7.142414E-01,1.250948E+00,7.096788E-01,1.735913E-01,1.815899E-04,1.042140E-03,1.111727E-03,6.933778E-04,4.038928E-04,1.549479E-03,1.592463E-03,1.878144E-05,3.245852E-04,3.321458E-05,2.044063E-04,1.730657E-04,1.035457E-06,1.021772E-04,3.733311E-05,1.003929E-03,3.663609E-04,2.223002E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
1.400000E+02,4.864246E-01,5.936739E+00,3.311895E-01,1.321491E+00,7.140668E-01,1.244643E+00,7.100132E-01,1.762521E-01,2.555639E-04,1.221568E-03,1.296669E-03,8.702614E-04,4.707814E-04,1.826784E-03,1.856722E-03,2.629850E-05,3.742705E-04,4.494389E-05,2.377466E-04,2.022364E-04,1.391632E-06,1.201512E-04,5.065465E-05,1.205604E-03,4.272198E-04,2.225093E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
1.600000E+02,4.852986E-01,5.935205E+00,3.307750E-01,1.319396E+00,7.138899E-01,1.238366E+00,7.103456E-01,1.788838E-01,3.395764E-04,1.400818E-03,1.481501E-03,1.052800E-03,5.373874E-04,2.103665E-03,2.120646E-03,3.502748E-05,4.223641E-04,5.829957E-05,2.707439E-04,2.315717E-04,1.794953E-06,1.382196E-04,6.605331E-05,1.407318E-03,4.879936E-04,2.225734E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
1.800000E+02,4.841714E-01,5.933672E+00,3.303784E-01,1.317301E+00,7.137165E-01,1.232107E+00,7.106797E-01,1.814898E-01,4.322011E-04,1.579888E-03,1.666213E-03,1.239218E-03,6.037401E-04,2.380195E-03,2.384237E-03,4.493521E-05,4.686421E-04,7.350208E-05,3.033937E-04,2.609600E-04,2.243194E-06,1.564622E-04,8.362416E-05,1.608958E-03,5.487120E-04,2.225902E-04, 0.0189664356, 0.0187201227, 0.0378729942, 0.0364059572, 0.0120113657
