times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,6.240672E-01,6.541029E+00,1.192638E-01,1.163585E+00,5.767536E-01,2.234987E-01,3.289935E-01,1.767008E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
2.000000E+01,6.189073E-01,6.535878E+00,1.186761E-01,1.154692E+00,5.765910E-01,2.238095E-01,3.287544E-01,1.747076E-01,4.077466E-06,3.317609E-04,4.093604E-04,6.571035E-05,1.025546E-04,3.825743E-04,5.979200E-04,4.841487E-07,9.893596E-05,9.379620E-06,6.544888E-05,5.664885E-05,5.758758E-08,3.035965E-05,1.008487E-05,1.468142E-04,1.730965E-04,3.295373E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
4.000000E+01,6.137682E-01,6.530660E+00,1.182226E-01,1.146611E+00,5.764236E-01,2.241019E-01,3.285373E-01,1.727376E-01,2.820630E-05,7.481562E-04,8.184176E-04,2.352409E-04,2.080673E-04,9.963626E-04,1.195078E-03,2.994454E-06,1.981906E-04,3.989045E-05,1.341116E-04,1.144087E-04,2.188327E-07,6.690753E-05,4.028804E-05,4.961892E-04,3.457708E-04,4.407062E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
6.000000E+01,6.086454E-01,6.525466E+00,1.178935E-01,1.138544E+00,5.762179E-01,2.244076E-01,3.283134E-01,1.707805E-01,8.271287E-05,1.163107E-03,1.226572E-03,4.763631E-04,3.121573E-04,1.622939E-03,1.791352E-03,8.108083E-06,2.800409E-04,8.848600E-05,1.998710E-04,1.732007E-04,4.678452E-07,1.048114E-04,9.022123E-05,9.191358E-04,5.179659E-04,4.781500E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
8.000000E+01,6.035394E-01,6.520240E+00,1.176718E-01,1.130516E+00,5.759974E-01,2.247050E-01,3.280839E-01,1.688490E-01,1.711853E-04,1.576110E-03,1.633764E-03,7.666577E-04,4.149163E-04,2.246660E-03,2.386747E-03,1.587161E-05,3.478868E-04,1.517760E-04,2.628993E-04,2.326715E-04,7.906186E-07,1.441838E-04,1.591777E-04,1.367499E-03,6.897120E-04,4.907342E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
1.000000E+02,5.984498E-01,6.514975E+00,1.175512E-01,1.122544E+00,5.757519E-01,2.250109E-01,3.278515E-01,1.669353E-01,2.933271E-04,1.987170E-03,2.040021E-03,1.090506E-03,5.162169E-04,2.866524E-03,2.981282E-03,2.618972E-05,4.041416E-04,2.273508E-04,3.232618E-04,2.927004E-04,1.174799E-06,1.851086E-04,2.473733E-04,1.824059E-03,8.610280E-04,4.949247E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
1.200000E+02,5.933817E-01,6.509717E+00,1.175202E-01,1.114586E+00,5.754824E-01,2.253198E-01,3.276242E-01,1.650432E-01,4.467596E-04,2.396288E-03,2.445346E-03,1.437102E-03,6.162474E-04,3.482411E-03,3.574957E-03,3.893019E-05,4.504710E-04,3.135367E-04,3.811513E-04,3.533925E-04,1.609471E-06,2.273799E-04,3.525884E-04,2.282604E-03,1.031855E-03,4.962769E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
1.400000E+02,5.883464E-01,6.504424E+00,1.175689E-01,1.106681E+00,5.752022E-01,2.256039E-01,3.273873E-01,1.631676E-01,6.281300E-04,2.803520E-03,2.849793E-03,1.798882E-03,7.151650E-04,4.094350E-03,4.167768E-03,5.395695E-05,4.889204E-04,4.082565E-04,4.367562E-04,4.144626E-04,2.085819E-06,2.709822E-04,4.756632E-04,2.740927E-03,1.202139E-03,4.966642E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
1.600000E+02,5.833321E-01,6.499127E+00,1.176879E-01,1.098794E+00,5.749016E-01,2.258938E-01,3.271478E-01,1.613144E-01,8.337799E-04,3.208829E-03,3.253350E-03,2.170595E-03,8.126753E-04,4.702385E-03,4.759735E-03,7.114211E-05,5.208201E-04,5.101512E-04,4.900622E-04,4.758840E-04,2.594449E-06,3.160094E-04,6.157701E-04,3.198178E-03,1.371944E-03,4.967313E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
1.800000E+02,5.783358E-01,6.493802E+00,1.178749E-01,1.090968E+00,5.745871E-01,2.261531E-01,3.268965E-01,1.594824E-01,1.060178E-03,3.612358E-03,3.655926E-03,2.548638E-03,9.095085E-04,5.306465E-03,5.350853E-03,9.035560E-05,5.475993E-04,6.176980E-04,5.412724E-04,5.374575E-04,3.129901E-06,3.623760E-04,7.731979E-04,3.654110E-03,1.541281E-03,4.967030E-04, 0.0420783312, 0.0155056094, 0.0353166285, 0.0245143356, 0.0323054881
