times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,6.380924E-01,1.086996E+01,4.402486E-02,1.532909E-01,1.299713E-01,1.021762E-01,9.658102E-02,4.342174E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
2.000000E+01,6.331227E-01,1.086559E+01,4.382179E-02,1.536263E-01,1.292461E-01,1.017814E-01,9.671238E-02,4.280957E-02,2.094971E-06,1.559884E-04,1.859468E-04,2.584974E-05,3.362852E-05,1.747008E-04,2.777971E-04,2.389311E-07,4.018363E-05,9.682759E-06,2.688593E-05,2.281678E-05,1.887520E-08,1.174056E-05,3.736115E-06,8.105434E-05,1.113908E-04,1.646287E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
4.000000E+01,6.281709E-01,1.086113E+01,4.366739E-02,1.546303E-01,1.285302E-01,1.013988E-01,9.683365E-02,4.220109E-02,1.449316E-05,3.525160E-04,3.720931E-04,9.260813E-05,6.843325E-05,4.585468E-04,5.554816E-04,1.482317E-06,7.162731E-05,3.812039E-05,5.465728E-05,4.680053E-05,6.878872E-08,2.592961E-05,1.518808E-05,2.656706E-04,2.224218E-04,2.202253E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
6.000000E+01,6.232472E-01,1.085666E+01,4.355663E-02,1.556384E-01,1.278033E-01,1.010386E-01,9.695725E-02,4.160190E-02,4.251250E-05,5.486375E-04,5.580094E-04,1.876556E-04,1.029648E-04,7.490702E-04,8.328092E-04,4.027391E-06,9.110402E-05,7.889092E-05,8.079787E-05,7.179213E-05,1.410548E-07,4.073336E-05,3.423838E-05,4.868654E-04,3.330054E-04,2.388955E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
8.000000E+01,6.183515E-01,1.085217E+01,4.348623E-02,1.566409E-01,1.270900E-01,1.006787E-01,9.707523E-02,4.100899E-02,8.800791E-05,7.440689E-04,7.436976E-04,3.021519E-04,1.373003E-04,1.038844E-03,1.109780E-03,7.911586E-06,1.036123E-04,1.269852E-04,1.054551E-04,9.769665E-05,2.289105E-07,5.611369E-05,6.084843E-05,7.205443E-04,4.431044E-04,2.450883E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
1.000000E+02,6.134840E-01,1.084769E+01,4.345053E-02,1.576036E-01,1.263834E-01,1.003300E-01,9.718560E-02,4.042604E-02,1.508355E-04,9.388532E-04,9.291546E-04,4.299662E-04,1.713429E-04,1.327349E-03,1.386390E-03,1.310080E-05,1.116272E-04,1.799244E-04,1.287208E-04,1.243332E-04,3.270037E-07,7.213097E-05,9.451256E-05,9.580624E-04,5.527638E-04,2.470798E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
1.200000E+02,6.086368E-01,1.084319E+01,4.344741E-02,1.585696E-01,1.256903E-01,9.997587E-02,9.729538E-02,3.985169E-02,2.297847E-04,1.132959E-03,1.114375E-03,5.667718E-04,2.051200E-04,1.614522E-03,1.662633E-03,1.954147E-05,1.166748E-04,2.361841E-04,1.506260E-04,1.515509E-04,4.310883E-07,8.887547E-05,1.354596E-04,1.196331E-03,6.620505E-04,2.476792E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
1.400000E+02,6.038236E-01,1.083870E+01,4.347283E-02,1.594940E-01,1.250370E-01,9.959847E-02,9.740274E-02,3.929156E-02,3.231524E-04,1.326391E-03,1.299376E-03,7.096329E-04,2.386769E-04,1.900427E-03,1.938518E-03,2.718033E-05,1.201147E-04,2.943862E-04,1.713303E-04,1.792878E-04,5.380970E-07,1.063119E-04,1.834728E-04,1.434259E-03,7.708091E-04,2.477561E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
1.600000E+02,5.990310E-01,1.083415E+01,4.352390E-02,1.604411E-01,1.243707E-01,9.924638E-02,9.750045E-02,3.873734E-02,4.290574E-04,1.519120E-03,1.484143E-03,8.563669E-04,2.720203E-04,2.184906E-03,2.214058E-03,3.596203E-05,1.223586E-04,3.540905E-04,1.908621E-04,2.075927E-04,6.455393E-07,1.243244E-04,2.381451E-04,1.671409E-03,8.792056E-04,2.477141E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
1.800000E+02,5.942638E-01,1.082964E+01,4.359675E-02,1.613529E-01,1.237090E-01,9.890017E-02,9.759720E-02,3.819284E-02,5.456282E-04,1.711284E-03,1.668686E-03,1.005574E-03,3.050519E-04,2.468338E-03,2.489245E-03,4.583468E-05,1.241431E-04,4.145462E-04,2.093059E-04,2.361750E-04,7.513688E-07,1.430636E-04,2.997090E-04,1.907678E-03,9.871830E-04,2.476089E-04, 0.0197818136, 0.0213096412, 0.0240963665, 0.0324966145, 0.0309510548
