times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,3.886410E-01,6.265525E+00,1.648548E-02,4.716745E-01,6.928759E-02,6.300717E-03,1.249673E-01,1.510006E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
2.000000E+01,3.813298E-01,6.258244E+00,1.631236E-02,4.589248E-01,7.245280E-02,9.262080E-03,1.237902E-01,1.438470E-02,4.808294E-06,3.735916E-04,4.462040E-04,7.087541E-05,8.006317E-05,4.327970E-04,6.745806E-04,5.386829E-07,7.558361E-05,4.416394E-05,6.741263E-05,6.262966E-05,4.839293E-08,3.337933E-05,2.851263E-05,1.704505E-04,2.248085E-04,3.761184E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
4.000000E+01,3.740562E-01,6.250804E+00,1.617996E-02,4.475261E-01,7.542933E-02,1.223088E-02,1.226078E-01,1.369861E-02,3.323337E-05,8.409993E-04,8.918354E-04,2.516772E-04,1.613747E-04,1.123692E-03,1.348663E-03,3.290111E-06,1.098937E-04,1.546859E-04,1.312654E-04,1.313035E-04,1.535889E-07,7.549305E-05,1.146869E-04,5.743334E-04,4.488175E-04,5.033976E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
6.000000E+01,3.668277E-01,6.243289E+00,1.608268E-02,4.363191E-01,7.828843E-02,1.513378E-02,1.214499E-01,1.305014E-02,9.740021E-05,1.304846E-03,1.335908E-03,5.056679E-04,2.408024E-04,1.824917E-03,2.021817E-03,8.797014E-06,1.219941E-04,2.905347E-04,1.862642E-04,2.042746E-04,2.762257E-07,1.214593E-04,2.535888E-04,1.060988E-03,6.718629E-04,5.463827E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
8.000000E+01,3.596357E-01,6.235692E+00,1.601724E-02,4.253228E-01,8.099549E-02,1.798985E-02,1.203209E-01,1.243552E-02,2.014673E-04,1.764510E-03,1.778514E-03,8.074714E-04,3.181991E-04,2.518626E-03,2.694081E-03,1.700513E-05,1.268370E-04,4.371620E-04,2.335192E-04,2.802911E-04,3.954787E-07,1.712650E-04,4.423599E-04,1.574230E-03,8.940303E-04,5.609432E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
1.000000E+02,3.525045E-01,6.228023E+00,1.597797E-02,4.145370E-01,8.355379E-02,2.080749E-02,1.192267E-01,1.185341E-02,3.449847E-04,2.220431E-03,2.219493E-03,1.139619E-03,3.940273E-04,3.204378E-03,3.365396E-03,2.770512E-05,1.292757E-04,5.897997E-04,2.741623E-04,3.575643E-04,5.022757E-07,2.254843E-04,6.768076E-04,2.094021E-03,1.115098E-03,5.657610E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
1.200000E+02,3.454201E-01,6.220315E+00,1.596212E-02,4.039214E-01,8.598875E-02,2.354920E-02,1.181597E-01,1.130152E-02,5.250676E-04,2.672324E-03,2.658980E-03,1.490178E-03,4.681408E-04,3.881621E-03,4.035822E-03,4.066752E-05,1.307809E-04,7.466643E-04,3.089691E-04,4.361770E-04,5.939228E-07,2.832224E-04,9.554732E-04,2.612938E-03,1.335234E-03,5.674159E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
1.400000E+02,3.383857E-01,6.212531E+00,1.596703E-02,3.934987E-01,8.829536E-02,2.622933E-02,1.171163E-01,1.078031E-02,7.376340E-04,3.120360E-03,3.096800E-03,1.850931E-03,5.410352E-04,4.550494E-03,4.705228E-03,5.565749E-05,1.316848E-04,9.073517E-04,3.387975E-04,5.143907E-04,6.717347E-07,3.449367E-04,1.276535E-03,3.128490E-03,1.554352E-03,5.678617E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
1.600000E+02,3.314048E-01,6.204696E+00,1.598778E-02,3.832668E-01,9.049019E-02,2.882460E-02,1.161184E-01,1.028566E-02,9.783056E-04,3.564584E-03,3.533232E-03,2.216171E-03,6.122555E-04,5.211527E-03,5.373869E-03,7.247109E-05,1.323208E-04,1.070978E-03,3.642728E-04,5.922100E-04,7.379249E-07,4.101050E-04,1.633078E-03,3.639686E-03,1.772495E-03,5.680627E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
1.800000E+02,3.244785E-01,6.196834E+00,1.602450E-02,3.731837E-01,9.255618E-02,3.136390E-02,1.151326E-01,9.816726E-03,1.242759E-03,4.004911E-03,3.967935E-03,2.582195E-03,6.820226E-04,5.863973E-03,6.041524E-03,9.090868E-05,1.330062E-04,1.237403E-03,3.860302E-04,6.683875E-04,7.965577E-07,4.789104E-04,2.024260E-03,4.146085E-03,1.989531E-03,5.680292E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
2.000000E+02,3.176072E-01,6.188888E+00,1.607353E-02,3.633042E-01,9.452966E-02,3.380081E-02,1.141905E-01,9.374425E-03,1.526961E-03,4.441274E-03,4.401005E-03,2.946470E-03,7.505294E-04,6.507948E-03,6.708226E-03,1.107605E-04,1.333136E-04,1.406690E-03,4.043993E-04,7.434679E-04,8.500382E-07,5.504495E-04,2.447852E-03,4.647317E-03,2.205489E-03,5.679396E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
2.200000E+02,3.107779E-01,6.180852E+00,1.613307E-02,3.536393E-01,9.634611E-02,3.619570E-02,1.132666E-01,8.956193E-03,1.827186E-03,4.874263E-03,4.832426E-03,3.307081E-03,8.175840E-04,7.144186E-03,7.374024E-03,1.318578E-04,1.334202E-04,1.578430E-03,4.202892E-04,8.168382E-04,9.022163E-07,6.243590E-04,2.901556E-03,5.143390E-03,2.420521E-03,5.679175E-04, 0.0476078895, 0.0353680514, 0.0302528871, 0.0301540538, 0.0204124543
