times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,2.803607E-01,7.720478E+00,4.196666E-02,1.417669E+00,1.118716E-01,1.319980E-01,7.585452E-02,6.260235E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
2.000000E+01,2.787764E-01,7.716984E+00,4.182645E-02,1.409512E+00,1.141754E-01,1.316331E-01,7.589222E-02,6.217136E-02,2.416589E-06,1.998969E-04,2.515694E-04,4.261716E-05,6.603642E-05,2.275132E-04,3.647966E-04,2.895425E-07,6.105197E-05,4.911827E-06,4.156305E-05,3.637334E-05,3.806968E-08,1.945133E-05,2.731365E-06,9.200169E-05,9.064622E-05,1.940628E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
4.000000E+01,2.771923E-01,7.713458E+00,4.172806E-02,1.401898E+00,1.164468E-01,1.312908E-01,7.593286E-02,6.174309E-02,1.671388E-05,4.516685E-04,5.031922E-04,1.526291E-04,1.341684E-04,5.971422E-04,7.292164E-04,1.797281E-06,1.238559E-04,2.110626E-05,8.555214E-05,7.345430E-05,1.450830E-07,4.258259E-05,1.087855E-05,3.017217E-04,1.812064E-04,2.596080E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
6.000000E+01,2.756122E-01,7.709912E+00,4.166723E-02,1.394302E+00,1.187124E-01,1.309573E-01,7.596964E-02,6.131281E-02,4.902884E-05,7.029487E-04,7.544645E-04,3.091917E-04,2.015221E-04,9.754865E-04,1.093150E-03,4.886120E-06,1.773389E-04,4.690460E-05,1.280740E-04,1.111610E-04,3.112183E-07,6.628310E-05,2.446352E-05,5.533446E-04,2.715887E-04,2.817120E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
8.000000E+01,2.740374E-01,7.706358E+00,4.164114E-02,1.386713E+00,1.209541E-01,1.306528E-01,7.600746E-02,6.088502E-02,1.015153E-04,9.534448E-04,1.005402E-03,4.977725E-04,2.681899E-04,1.353019E-03,1.456604E-03,9.604610E-06,2.226363E-04,8.116852E-05,1.691625E-04,1.495331E-04,5.275010E-07,9.048649E-05,4.332618E-05,8.196369E-04,3.618144E-04,2.891582E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
1.000000E+02,2.724608E-01,7.702793E+00,4.164477E-02,1.379148E+00,1.231750E-01,1.303641E-01,7.603902E-02,6.045867E-02,1.740343E-04,1.203132E-03,1.255977E-03,7.082320E-04,3.340581E-04,1.729092E-03,1.819563E-03,1.591232E-05,2.611658E-04,1.224798E-04,2.088770E-04,1.882819E-04,7.858950E-07,1.153625E-04,6.741486E-05,1.090834E-03,4.519359E-04,2.916848E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
1.200000E+02,2.708888E-01,7.699211E+00,4.167711E-02,1.371606E+00,1.253702E-01,1.300876E-01,7.607113E-02,6.003573E-02,2.652076E-04,1.452077E-03,1.506185E-03,9.334976E-04,3.992468E-04,2.103523E-03,2.182034E-03,2.374905E-05,2.939036E-04,1.698550E-04,2.472719E-04,2.275790E-04,1.079390E-06,1.407816E-04,9.658351E-05,1.363425E-03,5.418746E-04,2.925286E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
1.400000E+02,2.693219E-01,7.695630E+00,4.173629E-02,1.364057E+00,1.275604E-01,1.298275E-01,7.610064E-02,5.961826E-02,3.730888E-04,1.700270E-03,1.756039E-03,1.168660E-03,4.637862E-04,2.476592E-03,2.544030E-03,3.305217E-05,3.217770E-04,2.223384E-04,2.844349E-04,2.672411E-04,1.402011E-06,1.667846E-04,1.306708E-04,1.636160E-03,6.316557E-04,2.927937E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
1.600000E+02,2.677556E-01,7.692013E+00,4.181728E-02,1.356553E+00,1.297224E-01,1.295841E-01,7.612061E-02,5.920512E-02,4.955182E-04,1.947643E-03,2.005532E-03,1.410287E-03,5.276923E-04,2.847943E-03,2.905538E-03,4.375678E-05,3.453011E-04,2.794075E-04,3.203702E-04,3.073315E-04,1.748145E-06,1.933103E-04,1.695434E-04,1.908561E-03,7.213181E-04,2.928971E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
1.800000E+02,2.661917E-01,7.688388E+00,4.191875E-02,1.349070E+00,1.318754E-01,1.293454E-01,7.613870E-02,5.879535E-02,6.304090E-04,2.194177E-03,2.254667E-03,1.655984E-03,5.909462E-04,3.217730E-03,3.266561E-03,5.579976E-05,3.652285E-04,3.402918E-04,3.551710E-04,3.477113E-04,2.113092E-06,2.204041E-04,2.134572E-04,2.180498E-03,8.108243E-04,2.929245E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
2.000000E+02,2.646298E-01,7.684759E+00,4.203975E-02,1.341592E+00,1.340095E-01,1.291240E-01,7.616286E-02,5.838749E-02,7.757666E-04,2.440017E-03,2.503439E-03,1.903943E-03,6.534705E-04,3.586119E-03,3.627105E-03,6.911491E-05,3.821266E-04,4.044249E-04,3.887829E-04,3.882485E-04,2.492729E-06,2.482060E-04,2.627321E-04,2.451870E-03,9.001817E-04,2.929294E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
2.200000E+02,2.630749E-01,7.681122E+00,4.217775E-02,1.334117E+00,1.361328E-01,1.289193E-01,7.619096E-02,5.797923E-02,9.298756E-04,2.684985E-03,2.751834E-03,2.153201E-03,7.154144E-04,3.952909E-03,3.987173E-03,8.365360E-05,3.964329E-04,4.713458E-04,4.213122E-04,4.291608E-04,2.883482E-06,2.765109E-04,3.161804E-04,2.722666E-03,9.893584E-04,2.929180E-04, 0.0255077514, 0.0214098793, 0.0008950583, 0.0294244491, 0.00318033
