times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,2.838300E-01,5.896166E+00,8.874129E-02,2.499236E-01,1.281822E-01,2.686885E-01,1.838599E-01,6.597996E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
2.000000E+01,2.831190E-01,5.895177E+00,8.858518E-02,2.494227E-01,1.280672E-01,2.671351E-01,1.840464E-01,6.628399E-02,6.185364E-07,5.269721E-05,6.471775E-05,1.033446E-05,1.720833E-05,5.961391E-05,9.611902E-05,8.029110E-08,1.707603E-05,1.073374E-06,1.146108E-05,9.791570E-06,1.074000E-08,5.790569E-06,5.626724E-07,2.514644E-05,2.612394E-05,5.380135E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
4.000000E+01,2.824072E-01,5.894193E+00,8.844999E-02,2.490700E-01,1.279507E-01,2.655903E-01,1.842297E-01,6.657964E-02,4.283327E-06,1.192062E-04,1.295053E-04,3.710407E-05,3.506563E-05,1.566868E-04,1.921495E-04,5.019999E-07,3.515513E-05,4.704645E-06,2.376474E-05,1.972332E-05,4.167430E-08,1.259033E-05,2.296609E-06,8.252296E-05,5.223657E-05,7.200860E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
6.000000E+01,2.816946E-01,5.893193E+00,8.833536E-02,2.487189E-01,1.278349E-01,2.640544E-01,1.844120E-01,6.686857E-02,1.257673E-05,1.857324E-04,1.942542E-04,7.534893E-05,5.283116E-05,2.563258E-04,2.880487E-04,1.374064E-06,5.092852E-05,1.067000E-05,3.582568E-05,2.978069E-05,9.093568E-08,1.945905E-05,5.226601E-06,1.514490E-04,7.833408E-05,7.816137E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
8.000000E+01,2.809836E-01,5.892189E+00,8.823989E-02,2.483697E-01,1.277154E-01,2.625305E-01,1.845958E-01,6.715262E-02,2.606275E-05,2.521833E-04,2.589775E-04,1.215938E-04,7.051935E-05,3.560068E-04,3.838286E-04,2.718745E-06,6.468934E-05,1.867227E-05,4.765316E-05,3.996401E-05,1.567967E-07,2.639919E-05,9.339686E-06,2.244803E-04,1.043998E-04,8.023978E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
1.000000E+02,2.802696E-01,5.891181E+00,8.816147E-02,2.480252E-01,1.275919E-01,2.610207E-01,1.847762E-01,6.742710E-02,4.471612E-05,3.185545E-04,3.236511E-04,1.734010E-04,8.811020E-05,4.555523E-04,4.794710E-04,4.533502E-06,7.675189E-05,2.838905E-05,5.924602E-05,5.026501E-05,2.376356E-07,3.340383E-05,1.458046E-05,2.989409E-04,1.304472E-04,8.093308E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
1.200000E+02,2.795548E-01,5.890181E+00,8.809976E-02,2.476821E-01,1.274726E-01,2.595142E-01,1.849569E-01,6.769529E-02,6.819348E-05,3.848447E-04,3.882905E-04,2.290602E-04,1.056173E-04,5.549372E-04,5.749895E-04,6.809210E-06,8.727993E-05,3.965911E-05,7.061483E-05,6.067416E-05,3.319285E-07,4.048353E-05,2.101843E-05,3.738681E-04,1.564695E-04,8.116550E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
1.400000E+02,2.788419E-01,5.889181E+00,8.805288E-02,2.473313E-01,1.273578E-01,2.580138E-01,1.851345E-01,6.795684E-02,9.600172E-05,4.510653E-04,4.529026E-04,2.873797E-04,1.230519E-04,6.541880E-04,6.703891E-04,9.534713E-06,9.642635E-05,5.232989E-05,8.176769E-05,7.118246E-05,4.383046E-07,4.764407E-05,2.856263E-05,4.489170E-04,1.824566E-04,8.123829E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
1.600000E+02,2.781302E-01,5.888181E+00,8.802015E-02,2.469798E-01,1.272414E-01,2.565201E-01,1.853128E-01,6.821351E-02,1.275966E-04,5.172078E-04,5.174859E-04,3.475242E-04,1.404110E-04,7.532860E-04,7.656773E-04,1.269944E-05,1.043646E-04,6.622589E-05,9.270728E-05,8.179184E-05,5.554188E-07,5.488456E-05,3.726535E-05,5.239598E-04,2.084102E-04,8.126499E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
1.800000E+02,2.774174E-01,5.887176E+00,8.799951E-02,2.466263E-01,1.271245E-01,2.550399E-01,1.854901E-01,6.846237E-02,1.624380E-04,5.832820E-04,5.820387E-04,4.088984E-04,1.576857E-04,8.522513E-04,8.608482E-04,1.629156E-05,1.113521E-04,8.108748E-05,1.034379E-04,9.250649E-05,6.822448E-07,6.219271E-05,4.712631E-05,5.989568E-04,2.343458E-04,8.127196E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
2.000000E+02,2.767051E-01,5.886176E+00,8.799093E-02,2.462748E-01,1.270064E-01,2.535665E-01,1.856641E-01,6.870470E-02,2.000307E-04,6.492874E-04,6.465503E-04,4.710921E-04,1.748690E-04,9.510676E-04,9.558883E-04,2.030066E-05,1.173739E-04,9.692669E-05,1.139495E-04,1.033109E-04,8.171700E-07,6.958422E-05,5.812939E-05,6.738925E-04,2.602595E-04,8.127021E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
2.200000E+02,2.759920E-01,5.885172E+00,8.799378E-02,2.459254E-01,1.268881E-01,2.521026E-01,1.858363E-01,6.894232E-02,2.399252E-04,7.152148E-04,7.110315E-04,5.338132E-04,1.919777E-04,1.049728E-03,1.050810E-03,2.471548E-05,1.226101E-04,1.135629E-04,1.242588E-04,1.142114E-04,9.594035E-07,7.704813E-05,7.025378E-05,7.487654E-04,2.861582E-04,8.127163E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
2.400000E+02,2.752772E-01,5.884148E+00,8.800599E-02,2.455759E-01,1.267697E-01,2.506448E-01,1.860101E-01,6.917356E-02,2.817358E-04,7.810760E-04,7.754796E-04,5.968705E-04,2.090068E-04,1.148256E-03,1.145621E-03,2.952558E-05,1.270622E-04,1.309965E-04,1.343674E-04,1.251946E-04,1.107962E-06,8.459025E-05,8.346764E-05,8.235701E-04,3.120336E-04,8.127460E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
2.600000E+02,2.745635E-01,5.883121E+00,8.802789E-02,2.452235E-01,1.266485E-01,2.492003E-01,1.861804E-01,6.939789E-02,3.251239E-04,8.468640E-04,8.398930E-04,6.600988E-04,2.259647E-04,1.246662E-03,1.240303E-03,3.472112E-05,1.308834E-04,1.490654E-04,1.442693E-04,1.362555E-04,1.261631E-06,9.221988E-05,9.791259E-05,8.983053E-04,3.378857E-04,8.126631E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
2.800000E+02,2.738522E-01,5.882101E+00,8.805821E-02,2.448699E-01,1.265335E-01,2.477558E-01,1.863481E-01,6.961685E-02,3.698099E-04,9.125736E-04,9.042791E-04,7.234345E-04,2.428396E-04,1.344886E-03,1.334878E-03,4.028984E-05,1.341917E-04,1.676607E-04,1.539950E-04,1.473807E-04,1.420400E-06,9.993752E-05,1.133211E-04,9.729625E-04,3.636933E-04,8.126638E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
3.000000E+02,2.731386E-01,5.881065E+00,8.809695E-02,2.445251E-01,1.264103E-01,2.463257E-01,1.865162E-01,6.982844E-02,4.155574E-04,9.781788E-04,9.686092E-04,7.867683E-04,2.596090E-04,1.442919E-03,1.429302E-03,4.622482E-05,1.370369E-04,1.867200E-04,1.635101E-04,1.586274E-04,1.582629E-06,1.076974E-04,1.300657E-04,1.047540E-03,3.894882E-04,8.125281E-05, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
3.650000E+02,2.731387E-01,5.881069E+00,8.858076E-02,2.446750E-01,1.264089E-01,2.442252E-01,1.865193E-01,7.190931E-02,5.548856E-04,9.922436E-04,9.687027E-04,9.128691E-04,2.603479E-04,1.485253E-03,1.423449E-03,6.716541E-05,1.406224E-04,1.867207E-04,1.643697E-04,1.586348E-04,2.321459E-06,1.088822E-04,1.292316E-04,1.123483E-03,3.878464E-04,2.398425E-06, 0.0067728758, 0.0451702624, 0.0378462485, 0.0078036894, 0.0144765108
