times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,3.250200E-01,4.539211E+00,2.231557E-01,3.635162E+00,2.157721E-01,8.099003E-02,8.588751E-02,3.732999E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
2.000000E+01,3.237339E-01,4.537076E+00,2.225858E-01,3.623279E+00,2.189004E-01,8.134365E-02,8.599302E-02,3.712718E-01,2.823739E-06,2.377018E-04,2.967244E-04,5.142236E-05,7.745729E-05,2.741657E-04,4.293398E-04,3.318413E-07,7.389357E-05,1.999742E-06,4.913321E-05,4.241249E-05,4.741367E-08,2.305708E-05,1.091321E-06,9.879271E-05,1.004260E-04,2.231553E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
4.000000E+01,3.224508E-01,4.534942E+00,2.221299E-01,3.611708E+00,2.220233E-01,8.169731E-02,8.611718E-02,3.692522E-01,1.954208E-05,5.367000E-04,5.935481E-04,1.845319E-04,1.576991E-04,7.153071E-04,8.581578E-04,2.067194E-06,1.579796E-04,8.626915E-06,1.019592E-04,8.520731E-05,1.861684E-07,5.014886E-05,4.351670E-06,3.342473E-04,2.007041E-04,2.984623E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
6.000000E+01,3.211702E-01,4.532791E+00,2.217758E-01,3.600161E+00,2.251350E-01,8.205177E-02,8.623684E-02,3.672378E-01,5.733915E-05,8.353629E-04,8.900420E-04,3.745019E-04,2.373978E-04,1.167100E-03,1.286378E-03,5.637432E-06,2.377353E-04,1.974114E-05,1.538416E-04,1.283309E-04,4.111383E-07,7.759132E-05,9.787847E-06,6.198031E-04,3.008209E-04,3.238707E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
8.000000E+01,3.198919E-01,4.530641E+00,2.215154E-01,3.588620E+00,2.282299E-01,8.242276E-02,8.635329E-02,3.652364E-01,1.187429E-04,1.133345E-03,1.186215E-03,6.039664E-04,3.165442E-04,1.618342E-03,1.714010E-03,1.111586E-05,3.133455E-04,3.513618E-05,2.047974E-04,1.717650E-04,7.173779E-07,1.054056E-04,1.741338E-05,9.230949E-04,4.007666E-04,3.324261E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
1.000000E+02,3.186156E-01,4.528490E+00,2.213427E-01,3.577087E+00,2.313104E-01,8.280095E-02,8.647179E-02,3.632472E-01,2.036007E-04,1.430592E-03,1.482051E-03,8.608018E-04,3.951427E-04,2.068205E-03,2.141053E-03,1.847435E-05,3.851099E-04,5.451430E-05,2.548521E-04,2.155213E-04,1.100214E-06,1.335497E-04,2.717822E-05,1.232503E-03,5.005557E-04,3.353058E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
1.200000E+02,3.173453E-01,4.526340E+00,2.212480E-01,3.565560E+00,2.343832E-01,8.317894E-02,8.658715E-02,3.612690E-01,3.103183E-04,1.727161E-03,1.777581E-03,1.136540E-03,4.732046E-04,2.516715E-03,2.567515E-03,2.766198E-05,4.532104E-04,7.769475E-05,3.040523E-04,2.595616E-04,1.555229E-06,1.620293E-04,3.898946E-05,1.543843E-03,6.001421E-04,3.362533E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
1.400000E+02,3.160772E-01,4.524185E+00,2.212233E-01,3.554056E+00,2.374356E-01,8.356114E-02,8.670154E-02,3.592942E-01,4.366252E-04,2.023024E-03,2.072779E-03,1.425231E-03,5.507853E-04,2.963828E-03,2.993390E-03,3.861297E-05,5.176692E-04,1.046502E-04,3.523669E-04,3.038305E-04,2.077941E-06,1.909016E-04,5.291479E-05,1.855592E-03,6.995694E-04,3.365667E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
1.600000E+02,3.148105E-01,4.522023E+00,2.212633E-01,3.542558E+00,2.404801E-01,8.395307E-02,8.681156E-02,3.573284E-01,5.800128E-04,2.318169E-03,2.367648E-03,1.722708E-03,6.278912E-04,3.409435E-03,3.418688E-03,5.126995E-05,5.790631E-04,1.347929E-04,3.998763E-04,3.482842E-04,2.664897E-06,2.201575E-04,6.897682E-05,2.167268E-03,7.988403E-04,3.366596E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
1.800000E+02,3.135486E-01,4.519853E+00,2.213618E-01,3.531075E+00,2.435074E-01,8.435208E-02,8.692423E-02,3.553724E-01,7.380203E-04,2.612694E-03,2.662189E-03,2.026130E-03,7.044920E-04,3.853831E-03,3.843404E-03,6.557710E-05,6.372294E-04,1.682859E-04,4.465383E-04,3.930248E-04,3.311785E-06,2.497150E-04,8.704094E-05,2.478656E-03,8.979377E-04,3.366826E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
2.000000E+02,3.122869E-01,4.517683E+00,2.215143E-01,3.519599E+00,2.465331E-01,8.475097E-02,8.703689E-02,3.534286E-01,9.083609E-04,2.906585E-03,2.956402E-03,2.333452E-03,7.806714E-04,4.296680E-03,4.267546E-03,8.147353E-05,6.924547E-04,2.048275E-04,4.923839E-04,4.379916E-04,4.014782E-06,2.796194E-04,1.070867E-04,2.789671E-03,9.968811E-04,3.366854E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
2.200000E+02,3.110296E-01,4.515509E+00,2.217128E-01,3.508136E+00,2.495410E-01,8.516146E-02,8.714884E-02,3.514954E-01,1.089005E-03,3.199744E-03,3.250313E-03,2.643234E-03,8.563382E-04,4.738403E-03,4.691114E-03,9.890487E-05,7.447465E-04,2.444166E-04,5.374375E-04,4.832572E-04,4.770736E-06,3.097841E-04,1.293655E-04,3.100333E-03,1.095654E-03,3.366726E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
2.400000E+02,3.097748E-01,4.513331E+00,2.219557E-01,3.496688E+00,2.525369E-01,8.557252E-02,8.725777E-02,3.495643E-01,1.278189E-03,3.492244E-03,3.543870E-03,2.954489E-03,9.315429E-04,5.178791E-03,5.114111E-03,1.178164E-04,7.943480E-04,2.867982E-04,5.817147E-04,5.285964E-04,5.575839E-06,3.403737E-04,1.535664E-04,3.410579E-03,1.194260E-03,3.366633E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
2.600000E+02,3.085234E-01,4.511152E+00,2.222358E-01,3.485246E+00,2.555209E-01,8.599075E-02,8.736734E-02,3.476525E-01,1.474352E-03,3.784045E-03,3.837137E-03,3.266570E-03,1.006391E-03,5.617865E-03,5.536542E-03,1.381479E-04,8.413649E-04,3.318545E-04,6.252413E-04,5.741155E-04,6.427442E-06,3.713316E-04,1.797869E-04,3.720415E-03,1.292691E-03,3.366422E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
2.800000E+02,3.072747E-01,4.508959E+00,2.225516E-01,3.473824E+00,2.585075E-01,8.640125E-02,8.747358E-02,3.457411E-01,1.676215E-03,4.075266E-03,4.130043E-03,3.578948E-03,1.080690E-03,6.055468E-03,5.958398E-03,1.598680E-04,8.860162E-04,3.793614E-04,6.680785E-04,6.197513E-04,7.322755E-06,4.026088E-04,2.079441E-04,4.029866E-03,1.390971E-03,3.366368E-04, 0.0298036779, 0.0439238287, 0.0025076978, 0.0478410158, 0.0085468255
