times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,3.483896E-01,6.880674E+00,7.512295E-02,1.141048E+00,1.147696E-01,3.293980E-01,2.569029E-02,6.683543E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
2.000000E+01,3.476012E-01,6.879369E+00,7.499681E-02,1.138426E+00,1.154637E-01,3.277463E-01,2.596527E-02,6.736337E-02,1.006938E-06,8.415255E-05,1.063819E-04,1.784600E-05,3.094529E-05,9.624426E-05,1.542058E-04,1.254617E-07,2.755786E-05,8.874185E-07,1.795303E-05,1.558148E-05,1.652154E-08,8.161054E-06,2.175500E-07,3.930910E-05,3.862128E-05,8.374035E-05, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
4.000000E+01,3.468131E-01,6.878057E+00,7.488806E-02,1.135991E+00,1.161558E-01,3.261096E-01,2.623828E-02,6.788147E-02,6.969296E-06,1.903449E-04,2.128689E-04,6.407787E-05,6.306748E-05,2.529877E-04,3.082572E-04,7.833825E-07,5.854334E-05,3.917670E-06,3.732788E-05,3.129784E-05,6.469115E-08,1.772918E-05,8.915250E-07,1.290362E-04,7.720775E-05,1.120072E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
6.000000E+01,3.460240E-01,6.876744E+00,7.479667E-02,1.133556E+00,1.168458E-01,3.244799E-01,2.651398E-02,6.839552E-02,2.045392E-05,2.965581E-04,3.192918E-04,1.301223E-04,9.504768E-05,4.138620E-04,4.621104E-04,2.142038E-06,8.748218E-05,9.033974E-06,5.642786E-05,4.713517E-05,1.424807E-07,2.739198E-05,2.008415E-06,2.368290E-04,1.157526E-04,1.215488E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
8.000000E+01,3.452346E-01,6.875424E+00,7.472093E-02,1.131122E+00,1.175333E-01,3.228634E-01,2.678755E-02,6.890025E-02,4.236990E-05,4.026517E-04,4.256571E-04,2.099662E-04,1.268656E-04,5.747991E-04,6.157715E-04,4.234898E-06,1.146053E-04,1.599595E-05,7.525723E-05,6.308554E-05,2.479442E-07,3.714981E-05,3.561467E-06,3.510587E-04,1.542581E-04,1.247659E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
1.000000E+02,3.444444E-01,6.874108E+00,7.465966E-02,1.128688E+00,1.182212E-01,3.212515E-01,2.706202E-02,6.939693E-02,7.266946E-05,5.086184E-04,5.319591E-04,2.994026E-04,1.585231E-04,7.355054E-04,7.692370E-04,7.057039E-06,1.399059E-04,2.480996E-05,9.382205E-05,7.915627E-05,3.792441E-07,4.699376E-05,5.561814E-06,4.675445E-04,1.927223E-04,1.258505E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
1.200000E+02,3.436536E-01,6.872783E+00,7.461128E-02,1.126257E+00,1.189053E-01,3.196520E-01,2.733209E-02,6.988748E-02,1.107914E-04,6.144664E-04,6.382041E-04,3.954778E-04,1.900513E-04,8.959740E-04,9.225055E-04,1.059417E-05,1.636240E-04,3.523638E-05,1.121264E-04,9.530972E-05,5.346045E-07,5.695132E-05,8.013914E-06,5.847803E-04,2.311480E-04,1.262184E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
1.400000E+02,3.428650E-01,6.871459E+00,7.457527E-02,1.123824E+00,1.195883E-01,3.180652E-01,2.760154E-02,7.037348E-02,1.559287E-04,7.201948E-04,7.443955E-04,4.961346E-04,2.214300E-04,1.056187E-03,1.075586E-03,1.482924E-05,1.857686E-04,4.726450E-05,1.301765E-04,1.115740E-04,7.124959E-07,6.700710E-05,1.091974E-05,7.022220E-04,2.695081E-04,1.263309E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
1.600000E+02,3.420747E-01,6.870127E+00,7.455127E-02,1.121395E+00,1.202717E-01,3.164820E-01,2.787273E-02,7.084962E-02,2.071955E-04,8.257994E-04,8.505210E-04,5.999134E-04,2.526737E-04,1.216147E-03,1.228466E-03,1.974426E-05,2.063952E-04,6.084003E-05,1.479698E-04,1.279497E-04,9.111154E-07,7.715214E-05,1.424643E-05,8.196782E-04,3.078319E-04,1.263743E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
1.800000E+02,3.412857E-01,6.868795E+00,7.453779E-02,1.118964E+00,1.209562E-01,3.149082E-01,2.814203E-02,7.131904E-02,2.637186E-04,9.312704E-04,9.565901E-04,7.058134E-04,2.837628E-04,1.375862E-03,1.381160E-03,2.532127E-05,2.256335E-04,7.582536E-05,1.655181E-04,1.444050E-04,1.129141E-06,8.740566E-05,1.802534E-05,9.370810E-04,3.461042E-04,1.263787E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
2.000000E+02,3.404954E-01,6.867463E+00,7.453404E-02,1.116532E+00,1.216356E-01,3.133474E-01,2.840892E-02,7.178062E-02,3.246838E-04,1.036634E-03,1.062596E-03,8.131009E-04,3.146907E-04,1.535323E-03,1.533658E-03,3.154361E-05,2.436473E-04,9.206064E-05,1.828242E-04,1.609463E-04,1.365228E-06,9.775481E-05,2.230092E-05,1.054408E-03,3.843456E-04,1.263840E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
2.200000E+02,3.397058E-01,6.866123E+00,7.453933E-02,1.114104E+00,1.223131E-01,3.117962E-01,2.867641E-02,7.223607E-02,3.893713E-04,1.141870E-03,1.168543E-03,9.212944E-04,3.454896E-04,1.694515E-03,1.685962E-03,3.839279E-05,2.604642E-04,1.095138E-04,1.998773E-04,1.775644E-04,1.617803E-06,1.082276E-04,2.705006E-05,1.171645E-03,4.225318E-04,1.263812E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
2.400000E+02,3.389156E-01,6.864787E+00,7.455321E-02,1.111673E+00,1.229861E-01,3.102593E-01,2.894320E-02,7.268339E-02,4.571434E-04,1.247000E-03,1.274432E-03,1.030043E-03,3.761395E-04,1.853490E-03,1.838076E-03,4.585312E-05,2.761842E-04,1.280833E-04,2.167131E-04,1.942513E-04,1.885903E-06,1.187894E-04,3.221323E-05,1.288788E-03,4.606828E-04,1.263790E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
2.600000E+02,3.381255E-01,6.863435E+00,7.457574E-02,1.109254E+00,1.236570E-01,3.087270E-01,2.920750E-02,7.312587E-02,5.274708E-04,1.351985E-03,1.380261E-03,1.139115E-03,4.066438E-04,2.012180E-03,1.989994E-03,5.390955E-05,2.908132E-04,1.477616E-04,2.333130E-04,2.110191E-04,2.167957E-06,1.294533E-04,3.780596E-05,1.405842E-03,4.987929E-04,1.263803E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
2.800000E+02,3.373355E-01,6.862083E+00,7.460543E-02,1.106833E+00,1.243285E-01,3.072053E-01,2.947177E-02,7.356047E-02,5.998775E-04,1.456865E-03,1.486032E-03,1.248324E-03,4.370364E-04,2.170651E-03,2.141723E-03,6.254633E-05,3.044271E-04,1.684725E-04,2.496714E-04,2.278652E-04,2.462857E-06,1.402269E-04,4.387047E-05,1.522802E-03,5.368522E-04,1.263754E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
3.000000E+02,3.365461E-01,6.860731E+00,7.464172E-02,1.104409E+00,1.250028E-01,3.056892E-01,2.973446E-02,7.398906E-02,6.739874E-04,1.561589E-03,1.591738E-03,1.357561E-03,4.672617E-04,2.328821E-03,2.293257E-03,7.174497E-05,3.172002E-04,1.900423E-04,2.658079E-04,2.447716E-04,2.769748E-06,1.511112E-04,5.033201E-05,1.639663E-03,5.748570E-04,1.263708E-04, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
3.650000E+02,3.365516E-01,6.860731E+00,7.504128E-02,1.104600E+00,1.250008E-01,3.030692E-01,2.973710E-02,7.658763E-02,8.996107E-04,1.584053E-03,1.591892E-03,1.574973E-03,4.686173E-04,2.397169E-03,2.283890E-03,1.042876E-04,3.228171E-04,1.900428E-04,2.671436E-04,2.447838E-04,3.969337E-06,1.527688E-04,5.000709E-05,1.758365E-03,5.724060E-04,3.705253E-06, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
3.850000E+02,3.359999E-01,6.859786E+00,7.507176E-02,1.102767E+00,1.254666E-01,3.017886E-01,2.991874E-02,7.710725E-02,9.548289E-04,1.641573E-03,1.665594E-03,1.614877E-03,4.887159E-04,2.461845E-03,2.388748E-03,1.138920E-04,3.269008E-04,2.059441E-04,2.770436E-04,2.566587E-04,4.274853E-06,1.592553E-04,5.476166E-05,1.787685E-03,5.987163E-04,5.973268E-05, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
4.050000E+02,3.354495E-01,6.858833E+00,7.510579E-02,1.101069E+00,1.259364E-01,3.005116E-01,3.010212E-02,7.762278E-02,1.005772E-03,1.714520E-03,1.739389E-03,1.665664E-03,5.096776E-04,2.568820E-03,2.493501E-03,1.236571E-04,3.345578E-04,2.222036E-04,2.880289E-04,2.685622E-04,4.587506E-06,1.669548E-04,5.971166E-05,1.850440E-03,6.249885E-04,7.864360E-05, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
4.250000E+02,3.348993E-01,6.857885E+00,7.514394E-02,1.099371E+00,1.264045E-01,2.992430E-01,3.028467E-02,7.813351E-02,1.054790E-03,1.787516E-03,1.813156E-03,1.724029E-03,5.305616E-04,2.678730E-03,2.598122E-03,1.337045E-04,3.418982E-04,2.387981E-04,2.989110E-04,2.804872E-04,4.906499E-06,1.747119E-04,6.490936E-05,1.925181E-03,6.512310E-04,8.502298E-05, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
4.450000E+02,3.343470E-01,6.856932E+00,7.518557E-02,1.097677E+00,1.268721E-01,2.979770E-01,3.046677E-02,7.863680E-02,1.103256E-03,1.860449E-03,1.886879E-03,1.787645E-03,5.513322E-04,2.788734E-03,2.702609E-03,1.440610E-04,3.488228E-04,2.558165E-04,3.096723E-04,2.924318E-04,5.231016E-06,1.825327E-04,7.031619E-05,2.004208E-03,6.774542E-04,8.718175E-05, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
4.650000E+02,3.337935E-01,6.855979E+00,7.522972E-02,1.095983E+00,1.273425E-01,2.967156E-01,3.064695E-02,7.913596E-02,1.151949E-03,1.933324E-03,1.960574E-03,1.854933E-03,5.720876E-04,2.898629E-03,2.806964E-03,1.547263E-04,3.555804E-04,2.730056E-04,3.203377E-04,3.043600E-04,5.561142E-06,1.904336E-04,7.593726E-05,2.084742E-03,7.036566E-04,8.791220E-05, 0.01085025, 0.0075778494, 0.0454390817, 0.0337991917, 0.0239809466
