times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,6.190970E-01,6.768737E+00,1.895340E-01,1.402710E+00,1.726259E-01,3.007133E-01,4.472395E-01,1.212119E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
2.000000E+01,6.173098E-01,6.766883E+00,1.891460E-01,1.398965E+00,1.735807E-01,2.992092E-01,4.471077E-01,1.213188E-01,1.593367E-06,1.293205E-04,1.621576E-04,2.645488E-05,4.287812E-05,1.478847E-04,2.361062E-04,1.923242E-07,4.151577E-05,1.359362E-06,2.651217E-05,2.270525E-05,2.392054E-08,1.202741E-05,1.650364E-06,6.159530E-05,6.571206E-05,1.294308E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
4.000000E+01,6.155195E-01,6.765025E+00,1.887950E-01,1.395483E+00,1.745293E-01,2.977216E-01,4.469762E-01,1.214185E-01,1.102697E-05,2.924408E-04,3.244249E-04,9.496302E-05,8.735181E-05,3.886042E-04,4.719630E-04,1.199595E-06,8.818252E-05,5.969074E-06,5.507127E-05,4.560970E-05,9.366440E-08,2.616633E-05,6.704013E-06,2.021647E-04,1.313616E-04,1.731233E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
6.000000E+01,6.137303E-01,6.763163E+00,1.884743E-01,1.392008E+00,1.754801E-01,2.962336E-01,4.468452E-01,1.215168E-01,3.235921E-05,4.555249E-04,4.865670E-04,1.927947E-04,1.315732E-04,6.355342E-04,7.075138E-04,3.276588E-06,1.318068E-04,1.369401E-05,8.317160E-05,6.869046E-05,2.062722E-07,4.049158E-05,1.502181E-05,3.709985E-04,1.969212E-04,1.878635E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
8.000000E+01,6.119404E-01,6.761285E+00,1.881854E-01,1.388546E+00,1.764286E-01,2.947570E-01,4.467186E-01,1.216072E-01,6.702326E-05,6.183341E-04,6.485804E-04,3.110261E-04,1.755261E-04,8.824243E-04,9.427540E-04,6.470635E-06,1.725316E-04,2.438203E-05,1.108264E-04,9.192493E-05,3.589842E-07,5.500729E-05,2.659584E-05,5.498718E-04,2.624070E-04,1.928425E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
1.000000E+02,6.101536E-01,6.759416E+00,1.879227E-01,1.385083E+00,1.773650E-01,2.932951E-01,4.465871E-01,1.216930E-01,1.149409E-04,7.808814E-04,8.104687E-04,4.434163E-04,2.192514E-04,1.128793E-03,1.177689E-03,1.077132E-05,2.106892E-04,3.770467E-05,1.380499E-04,1.153159E-04,5.491142E-07,6.971266E-05,4.136777E-05,7.322345E-04,3.277843E-04,1.945142E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
1.200000E+02,6.083703E-01,6.757542E+00,1.876851E-01,1.381608E+00,1.783145E-01,2.918373E-01,4.464521E-01,1.217756E-01,1.752147E-04,9.431939E-04,9.722399E-04,5.856195E-04,2.627295E-04,1.374677E-03,1.412328E-03,1.615296E-05,2.463304E-04,5.359940E-05,1.648445E-04,1.388640E-04,7.741275E-07,8.460224E-05,5.917377E-05,9.157233E-04,3.930458E-04,1.950573E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
1.400000E+02,6.065846E-01,6.755660E+00,1.874703E-01,1.378144E+00,1.792504E-01,2.903998E-01,4.463134E-01,1.218498E-01,2.465687E-04,1.105235E-03,1.133887E-03,7.345502E-04,3.059948E-04,1.620053E-03,1.646667E-03,2.258522E-05,2.796010E-04,7.191573E-05,1.912041E-04,1.625481E-04,1.031602E-06,9.968719E-05,8.030356E-05,1.099492E-03,4.582419E-04,1.952393E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
1.600000E+02,6.048013E-01,6.753779E+00,1.872772E-01,1.374675E+00,1.801852E-01,2.889757E-01,4.461747E-01,1.219170E-01,3.275903E-04,1.267037E-03,1.295418E-03,8.880818E-04,3.490068E-04,1.864900E-03,1.880708E-03,3.003710E-05,3.107040E-04,9.245791E-05,2.171641E-04,1.863451E-04,1.319321E-06,1.149616E-04,1.042588E-04,1.283248E-03,5.233514E-04,1.952909E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
1.800000E+02,6.030184E-01,6.751897E+00,1.871040E-01,1.371210E+00,1.811259E-01,2.875489E-01,4.460292E-01,1.219800E-01,4.169033E-04,1.428586E-03,1.456796E-03,1.044726E-03,3.917103E-04,2.109353E-03,2.114442E-03,3.847874E-05,3.399194E-04,1.149371E-04,2.427084E-04,2.102693E-04,1.635093E-06,1.304358E-04,1.316167E-04,1.466887E-03,5.883710E-04,1.953077E-04, 0.0166252735, 0.0282909886, 0.022294164, 0.0404487175, 0.0318696046
