times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,2.294805E-01,3.814611E+00,1.087768E-01,1.969365E+00,1.718564E-01,7.739370E-01,1.192997E-01,2.219017E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
2.000000E+01,2.278247E-01,3.811352E+00,1.083141E-01,1.956339E+00,1.750528E-01,7.653460E-01,1.208098E-01,2.212511E-01,4.382499E-06,3.849365E-04,4.906283E-04,8.480697E-05,1.653025E-04,4.497857E-04,7.074401E-04,5.679386E-07,1.257135E-04,7.309736E-06,8.503798E-05,7.624706E-05,8.075025E-08,3.966817E-05,4.430599E-06,1.629940E-04,1.510836E-04,3.802502E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
4.000000E+01,2.261670E-01,3.808084E+00,1.079888E-01,1.943782E+00,1.782333E-01,7.568158E-01,1.223269E-01,2.205761E-01,3.032005E-05,8.685511E-04,9.809815E-04,3.036817E-04,3.357564E-04,1.172272E-03,1.414034E-03,3.521177E-06,2.603519E-04,3.180934E-05,1.749973E-04,1.536843E-04,3.104923E-07,8.685510E-05,1.776875E-05,5.510071E-04,3.020239E-04,5.085226E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
6.000000E+01,2.245111E-01,3.804788E+00,1.077903E-01,1.931202E+00,1.814067E-01,7.483869E-01,1.238202E-01,2.198781E-01,8.893296E-05,1.351069E-03,1.470349E-03,6.150930E-04,5.041046E-04,1.911096E-03,2.119676E-03,9.557726E-06,3.800632E-04,7.174665E-05,2.618968E-04,2.321785E-04,6.717787E-07,1.352661E-04,4.011206E-05,1.021027E-03,4.527798E-04,5.517331E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
8.000000E+01,2.228586E-01,3.801474E+00,1.077040E-01,1.918648E+00,1.845327E-01,7.400364E-01,1.253100E-01,2.191539E-01,1.841129E-04,1.831809E-03,1.958767E-03,9.900747E-04,6.706106E-04,2.647860E-03,2.824362E-03,1.875566E-05,4.859485E-04,1.260235E-04,3.458127E-04,3.116703E-04,1.148393E-06,1.849023E-04,7.150772E-05,1.519661E-03,6.033403E-04,5.662545E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
1.000000E+02,2.212027E-01,3.798136E+00,1.077218E-01,1.906101E+00,1.876328E-01,7.317760E-01,1.267867E-01,2.183914E-01,3.155850E-04,2.310806E-03,2.446189E-03,1.408407E-03,8.349419E-04,3.381296E-03,3.528092E-03,3.102275E-05,5.799491E-04,1.927176E-04,4.269480E-04,3.918535E-04,1.726263E-06,2.357940E-04,1.118529E-04,2.027758E-03,7.537773E-04,5.711039E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
1.200000E+02,2.195507E-01,3.794785E+00,1.078374E-01,1.893542E+00,1.907281E-01,7.235808E-01,1.282434E-01,2.176090E-01,4.808421E-04,2.788069E-03,2.932605E-03,1.856134E-03,9.974057E-04,4.111295E-03,4.230871E-03,4.622328E-05,6.629925E-04,2.708606E-04,5.053132E-04,4.729617E-04,2.390856E-06,2.878078E-04,1.610967E-04,2.538451E-03,9.039961E-04,5.726789E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
1.400000E+02,2.179007E-01,3.791395E+00,1.080425E-01,1.881001E+00,1.938020E-01,7.154609E-01,1.296904E-01,2.167970E-01,6.762963E-04,3.263577E-03,3.418007E-03,2.323447E-03,1.158108E-03,4.837757E-03,4.932700E-03,6.421477E-05,7.365890E-04,3.589345E-04,5.810152E-04,5.544604E-04,3.130914E-06,3.412849E-04,2.189471E-04,3.049240E-03,1.054029E-03,5.731563E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
1.600000E+02,2.162510E-01,3.787995E+00,1.083232E-01,1.868466E+00,1.968475E-01,7.074275E-01,1.311177E-01,2.159571E-01,8.980798E-04,3.737342E-03,3.902429E-03,2.803481E-03,1.317021E-03,5.560530E-03,5.633588E-03,8.484618E-05,8.019204E-04,4.557166E-04,6.541966E-04,6.366165E-04,3.936478E-06,3.959067E-04,2.858757E-04,3.559228E-03,1.203883E-03,5.732620E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
1.800000E+02,2.146038E-01,3.784573E+00,1.086767E-01,1.855920E+00,1.998782E-01,6.994741E-01,1.325294E-01,2.151018E-01,1.142368E-03,4.209328E-03,4.385871E-03,3.291666E-03,1.473942E-03,6.280071E-03,6.333553E-03,1.079930E-04,8.596152E-04,5.605310E-04,7.249934E-04,7.191970E-04,4.795693E-06,4.516728E-04,3.611776E-04,4.068149E-03,1.353555E-03,5.732321E-04, 0.0498792306, 0.041741878, 0.0389143823, 0.0037888058, 0.0397254058
