times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,3.290272E-01,5.093400E+00,2.349560E-01,8.083446E-01,8.296622E-01,6.987960E-01,3.965487E-01,1.224033E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
2.000000E+01,3.270132E-01,5.090230E+00,2.340599E-01,8.043368E-01,8.278684E-01,6.936695E-01,3.971994E-01,1.229354E-01,2.875900E-06,2.504619E-04,3.206623E-04,5.384795E-05,1.100766E-04,2.947432E-04,4.610769E-04,3.807981E-07,8.311094E-05,5.247395E-06,5.525058E-05,4.917583E-05,5.136672E-08,2.549073E-05,5.454561E-06,1.090477E-04,1.072768E-04,2.548885E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
4.000000E+01,3.250016E-01,5.087040E+00,2.332312E-01,8.007904E-01,8.260725E-01,6.885822E-01,3.978538E-01,1.234400E-01,1.990146E-05,5.653132E-04,6.412979E-04,1.930389E-04,2.236671E-04,7.685117E-04,9.216463E-04,2.364585E-06,1.712737E-04,2.278519E-05,1.139103E-04,9.892731E-05,1.979267E-07,5.590645E-05,2.186674E-05,3.687635E-04,2.144412E-04,3.408871E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
6.000000E+01,3.229961E-01,5.083842E+00,2.324640E-01,7.972531E-01,8.242644E-01,6.835345E-01,3.984942E-01,1.239204E-01,5.838398E-05,8.796299E-04,9.614262E-04,3.914178E-04,3.360299E-04,1.253251E-03,1.381609E-03,6.427676E-06,2.483516E-04,5.170744E-05,1.707696E-04,1.491345E-04,4.288967E-07,8.725736E-05,4.915336E-05,6.834827E-04,3.214322E-04,3.698783E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
8.000000E+01,3.209920E-01,5.080628E+00,2.317523E-01,7.937233E-01,8.224486E-01,6.785273E-01,3.991335E-01,1.243767E-01,1.208844E-04,1.192990E-03,1.281041E-03,6.307284E-04,4.472132E-04,1.736986E-03,1.840968E-03,1.263214E-05,3.157615E-04,9.058976E-05,2.258776E-04,1.998938E-04,7.343822E-07,1.194344E-04,8.700689E-05,1.017473E-03,4.282796E-04,3.796320E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
1.000000E+02,3.189898E-01,5.077387E+00,2.310935E-01,7.902078E-01,8.206369E-01,6.735505E-01,3.997616E-01,1.248122E-01,2.072302E-04,1.505421E-03,1.600145E-03,8.982184E-04,5.572302E-04,2.218775E-03,2.299718E-03,2.092578E-05,3.750953E-04,1.378434E-04,2.793151E-04,2.509194E-04,1.105883E-06,1.525641E-04,1.358178E-04,1.357917E-03,5.349832E-04,3.828990E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
1.200000E+02,3.169913E-01,5.074129E+00,2.304854E-01,7.867038E-01,8.187917E-01,6.686277E-01,4.003844E-01,1.252202E-01,3.157693E-04,1.816883E-03,1.918709E-03,1.184988E-03,6.661434E-04,2.698661E-03,2.757871E-03,3.123007E-05,4.271677E-04,1.926436E-04,3.311501E-04,3.022714E-04,1.534641E-06,1.865921E-04,1.951687E-04,1.700213E-03,6.415425E-04,3.839726E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
1.400000E+02,3.149935E-01,5.070856E+00,2.299267E-01,7.832074E-01,8.169436E-01,6.637406E-01,4.009937E-01,1.256074E-01,4.441672E-04,2.127400E-03,2.236740E-03,1.484871E-03,7.740244E-04,3.176409E-03,3.215416E-03,4.345683E-05,4.726595E-04,2.542989E-04,3.813733E-04,3.539576E-04,2.012852E-06,2.214949E-04,2.645335E-04,2.042712E-03,7.479617E-04,3.843162E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
1.600000E+02,3.130019E-01,5.067563E+00,2.294096E-01,7.797256E-01,8.150840E-01,6.588854E-01,4.016010E-01,1.259749E-01,5.898797E-04,2.437021E-03,2.554252E-03,1.793538E-03,8.808537E-04,3.652216E-03,3.672362E-03,5.751835E-05,5.124119E-04,3.219551E-04,4.301119E-04,4.058337E-04,2.534433E-06,2.572928E-04,3.441146E-04,2.384811E-03,8.542092E-04,3.844085E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
1.800000E+02,3.110109E-01,5.064271E+00,2.289293E-01,7.762280E-01,8.132356E-01,6.540659E-01,4.021981E-01,1.263210E-01,7.503660E-04,2.745695E-03,2.871273E-03,2.107926E-03,9.863741E-04,4.125947E-03,4.128722E-03,7.333174E-05,5.467674E-04,3.952353E-04,4.773754E-04,4.579598E-04,3.092971E-06,2.938994E-04,4.340731E-04,2.726295E-03,9.603388E-04,3.844064E-04, 0.0327909177, 0.0019290016, 0.027024824, 0.0475471752, 0.0410530217
