times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,3.742234E-01,5.820790E+00,1.731168E-01,1.519773E+00,3.507765E-01,9.294444E-01,3.512817E-01,6.137662E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
2.000000E+01,3.732960E-01,5.819292E+00,1.727895E-01,1.516478E+00,3.512366E-01,9.244716E-01,3.516474E-01,6.352658E-02,1.567130E-06,1.382057E-04,1.721306E-04,2.902699E-05,4.955228E-05,1.567727E-04,2.540308E-04,2.074775E-07,4.701550E-05,1.004479E-06,3.155645E-05,2.705978E-05,3.099678E-08,1.593419E-05,1.001840E-06,6.386739E-05,5.830119E-05,1.391371E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
4.000000E+01,3.723676E-01,5.817778E+00,1.724790E-01,1.513405E+00,3.517062E-01,9.195064E-01,3.520182E-01,6.565329E-02,1.084929E-05,3.126016E-04,3.443970E-04,1.042198E-04,1.010008E-04,4.120251E-04,5.077930E-04,1.296761E-06,1.010421E-04,4.392410E-06,6.566742E-05,5.429734E-05,1.219267E-07,3.459794E-05,4.002212E-06,2.095927E-04,1.165602E-04,1.862054E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
6.000000E+01,3.714403E-01,5.816256E+00,1.721820E-01,1.510327E+00,3.521666E-01,9.145756E-01,3.523921E-01,6.775790E-02,3.184976E-05,4.870278E-04,5.165496E-04,2.116578E-04,1.522224E-04,6.740145E-04,7.612211E-04,3.548057E-06,1.527930E-04,1.010910E-05,9.935407E-05,8.167774E-05,2.697574E-07,5.340762E-05,9.030597E-06,3.846522E-04,1.747633E-04,2.021100E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
8.000000E+01,3.705094E-01,5.814730E+00,1.718993E-01,1.507246E+00,3.526281E-01,9.096620E-01,3.527566E-01,6.983913E-02,6.599264E-05,6.612402E-04,6.885868E-04,3.415917E-04,2.032240E-04,9.361232E-04,1.014330E-03,7.017339E-06,2.022391E-04,1.817066E-05,1.326204E-04,1.092000E-04,4.715775E-07,7.236311E-05,1.599347E-05,5.701610E-04,2.329127E-04,2.074885E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
1.000000E+02,3.695799E-01,5.813200E+00,1.716302E-01,1.504162E+00,3.531065E-01,9.047561E-01,3.531253E-01,7.189878E-02,1.132099E-04,8.352442E-04,8.605026E-04,4.871968E-04,2.540005E-04,1.197857E-03,1.267108E-03,1.169612E-05,2.495547E-04,2.840140E-05,1.654807E-04,1.368637E-04,7.245768E-07,9.145467E-05,2.481168E-05,7.593364E-04,2.909962E-04,2.092977E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
1.200000E+02,3.686520E-01,5.811678E+00,1.713728E-01,1.501080E+00,3.535681E-01,8.998841E-01,3.534919E-01,7.393490E-02,1.726305E-04,1.009055E-03,1.032308E-03,6.436635E-04,3.045477E-04,1.459239E-03,1.519564E-03,1.755995E-05,2.949550E-04,4.058813E-05,1.979351E-04,1.646719E-04,1.026148E-06,1.106816E-04,3.570735E-05,9.497250E-04,3.490239E-04,2.099030E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
1.400000E+02,3.677212E-01,5.810149E+00,1.711298E-01,1.497989E+00,3.540358E-01,8.950338E-01,3.538587E-01,7.594861E-02,2.429975E-04,1.182652E-03,1.204006E-03,8.076450E-04,3.548886E-04,1.720229E-03,1.771708E-03,2.457970E-05,3.382661E-04,5.490567E-05,2.299797E-04,1.925855E-04,1.373673E-06,1.300729E-04,4.849770E-05,1.140458E-03,4.070181E-04,2.101151E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
1.600000E+02,3.667915E-01,5.808619E+00,1.708983E-01,1.494898E+00,3.544910E-01,8.902163E-01,3.542214E-01,7.794137E-02,3.229395E-04,1.356034E-03,1.375582E-03,9.768080E-04,4.050235E-04,1.980818E-03,2.023537E-03,3.272517E-05,3.796463E-04,7.118627E-05,2.616211E-04,2.206531E-04,1.764483E-06,1.495935E-04,6.312612E-05,1.331227E-03,4.649409E-04,2.101749E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
1.800000E+02,3.658582E-01,5.807089E+00,1.706770E-01,1.491815E+00,3.549491E-01,8.854124E-01,3.545786E-01,7.990888E-02,4.110985E-04,1.529236E-03,1.547036E-03,1.149496E-03,4.549594E-04,2.241012E-03,2.275033E-03,4.196742E-05,4.192740E-04,8.925363E-05,2.928740E-04,2.488482E-04,2.196502E-06,1.692343E-04,7.953373E-05,1.521903E-03,5.228338E-04,2.101918E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
2.000000E+02,3.649248E-01,5.805531E+00,1.704668E-01,1.488736E+00,3.554111E-01,8.806249E-01,3.549427E-01,8.185690E-02,5.061956E-04,1.702217E-03,1.718387E-03,1.324542E-03,5.046811E-04,2.500783E-03,2.526209E-03,5.227532E-05,4.571895E-04,1.090655E-04,3.237450E-04,2.771448E-04,2.667318E-06,1.890323E-04,9.805355E-05,1.712464E-03,5.806550E-04,2.102000E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
2.200000E+02,3.639935E-01,5.803990E+00,1.702659E-01,1.485650E+00,3.558762E-01,8.758559E-01,3.552981E-01,8.378342E-02,6.071160E-04,1.874997E-03,1.889617E-03,1.501158E-03,5.541528E-04,2.760200E-03,2.777075E-03,6.361552E-05,4.934524E-04,1.305650E-04,3.542365E-04,3.055706E-04,3.174970E-06,2.089557E-04,1.184081E-04,1.902878E-03,6.384045E-04,2.101952E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
2.400000E+02,3.630625E-01,5.802428E+00,1.700751E-01,1.482564E+00,3.563332E-01,8.711204E-01,3.556598E-01,8.568620E-02,7.128559E-04,2.047552E-03,2.060721E-03,1.678776E-03,6.034855E-04,3.019168E-03,3.027607E-03,7.596682E-05,5.281121E-04,1.536910E-04,3.843438E-04,3.341156E-04,3.717079E-06,2.290214E-04,1.403737E-04,2.093128E-03,6.960936E-04,2.101755E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
2.600000E+02,3.621318E-01,5.800879E+00,1.698956E-01,1.479478E+00,3.567995E-01,8.664010E-01,3.560129E-01,8.756997E-02,8.225751E-04,2.219891E-03,2.231716E-03,1.857021E-03,6.525791E-04,3.277839E-03,3.277824E-03,8.929566E-05,5.612676E-04,1.783499E-04,4.140825E-04,3.627437E-04,4.291796E-06,2.492307E-04,1.644041E-04,2.283237E-03,7.537442E-04,2.101702E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
2.800000E+02,3.611996E-01,5.799298E+00,1.697243E-01,1.476400E+00,3.572512E-01,8.617084E-01,3.563655E-01,8.943008E-02,9.355545E-04,2.392016E-03,2.402598E-03,2.035505E-03,7.015161E-04,3.536092E-03,3.527731E-03,1.035819E-04,5.929883E-04,2.044730E-04,4.434413E-04,3.914730E-04,4.897724E-06,2.695952E-04,1.907202E-04,2.473198E-03,8.113322E-04,2.101674E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
3.000000E+02,3.602658E-01,5.797732E+00,1.695619E-01,1.473307E+00,3.577166E-01,8.570298E-01,3.567209E-01,9.126933E-02,1.051199E-03,2.563994E-03,2.573359E-03,2.214187E-03,7.501049E-04,3.793911E-03,3.777313E-03,1.187936E-04,6.230814E-04,2.322448E-04,4.724304E-04,4.202856E-04,5.532362E-06,2.901249E-04,2.183381E-04,2.663020E-03,8.688801E-04,2.101634E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
3.650000E+02,3.602733E-01,5.797728E+00,1.698416E-01,1.473522E+00,3.577109E-01,8.497189E-01,3.567249E-01,9.855270E-02,1.403810E-03,2.600902E-03,2.573605E-03,2.568016E-03,7.522521E-04,3.905271E-03,3.761855E-03,1.728410E-04,6.325468E-04,2.322451E-04,4.747628E-04,4.203073E-04,7.884244E-06,2.932880E-04,2.169365E-04,2.855881E-03,8.652170E-04,6.203597E-06, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
3.850000E+02,3.577298E-01,5.793431E+00,1.692070E-01,1.464517E+00,3.589591E-01,8.410238E-01,3.576636E-01,9.953230E-02,1.491074E-03,2.971384E-03,3.036001E-03,2.682156E-03,8.776627E-04,4.324523E-03,4.446863E-03,1.873264E-04,6.834342E-04,3.130893E-04,5.440419E-04,4.983166E-04,8.316802E-06,3.413326E-04,3.023489E-04,3.015897E-03,1.023399E-03,3.797790E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
4.050000E+02,3.551850E-01,5.789103E+00,1.686300E-01,1.456123E+00,3.601922E-01,8.324111E-01,3.585992E-01,1.004761E-01,1.587108E-03,3.439408E-03,3.498206E-03,2.906029E-03,1.007321E-03,5.008061E-03,5.131180E-03,2.034491E-04,7.526240E-04,4.020007E-04,6.190016E-04,5.769437E-04,8.835347E-06,3.989905E-04,4.004329E-04,3.396246E-03,1.181494E-03,5.061103E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
4.250000E+02,3.526402E-01,5.784770E+00,1.680998E-01,1.447717E+00,3.614326E-01,8.238521E-01,3.595236E-01,1.013768E-01,1.703578E-03,3.906547E-03,3.959514E-03,3.205635E-03,1.135584E-03,5.708105E-03,5.814608E-03,2.219029E-04,8.139974E-04,4.992496E-04,6.914870E-04,6.564298E-04,9.423982E-06,4.574084E-04,5.115542E-04,3.856983E-03,1.339460E-03,5.487876E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
4.450000E+02,3.501066E-01,5.780402E+00,1.676204E-01,1.439304E+00,3.626415E-01,8.153867E-01,3.604349E-01,1.022351E-01,1.845589E-03,4.372215E-03,4.419936E-03,3.557287E-03,1.262606E-03,6.406312E-03,6.497118E-03,2.427783E-04,8.682296E-04,6.040505E-04,7.616086E-04,7.360960E-04,1.007419E-05,5.170960E-04,6.361603E-04,4.345806E-03,1.497201E-03,5.631596E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
4.650000E+02,3.475672E-01,5.776007E+00,1.671806E-01,1.430919E+00,3.638593E-01,8.069538E-01,3.613404E-01,1.030585E-01,2.014100E-03,4.836046E-03,4.879512E-03,3.944590E-03,1.388554E-03,7.101381E-03,7.178743E-03,2.660514E-04,9.160007E-04,7.156798E-04,8.294421E-04,8.162282E-04,1.077543E-05,5.777816E-04,7.735250E-04,4.843896E-03,1.654837E-03,5.680225E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
4.850000E+02,3.450326E-01,5.771595E+00,1.667827E-01,1.422532E+00,3.650522E-01,7.986069E-01,3.622268E-01,1.038403E-01,2.208042E-03,5.298665E-03,5.338192E-03,4.355828E-03,1.513273E-03,7.793432E-03,7.859490E-03,2.915976E-04,9.574104E-04,8.340235E-04,8.950086E-04,8.968967E-04,1.151897E-05,6.394014E-04,9.243536E-04,5.344563E-03,1.812291E-03,5.696291E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
5.050000E+02,3.424986E-01,5.767156E+00,1.664233E-01,1.414133E+00,3.662554E-01,7.903161E-01,3.631037E-01,1.045858E-01,2.425044E-03,5.759439E-03,5.795813E-03,4.783125E-03,1.636941E-03,8.482202E-03,8.539353E-03,3.193566E-04,9.943949E-04,9.570897E-04,9.584870E-04,9.776426E-04,1.230168E-05,7.021073E-04,1.087892E-03,5.845335E-03,1.969567E-03,5.701225E-04, 0.0178186678, 0.0484024141, 0.0446260893, 0.0008894603, 0.0045132562
