times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,1.854617E-01,5.127969E+00,3.361448E-01,1.684165E+00,1.014365E+00,9.998471E-01,2.413016E-01,1.325384E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
2.000000E+01,1.851395E-01,5.126985E+00,3.356608E-01,1.681744E+00,1.014131E+00,9.957802E-01,2.416186E-01,1.585233E-02,1.109433E-06,9.746418E-05,1.270491E-04,2.205258E-05,4.498528E-05,1.134815E-04,1.815626E-04,1.484298E-07,3.419304E-05,4.555443E-07,2.241178E-05,1.979011E-05,2.165774E-08,1.024778E-05,3.416167E-07,4.479694E-05,3.757433E-05,9.822880E-05, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
4.000000E+01,1.848174E-01,5.126001E+00,3.351810E-01,1.679456E+00,1.013902E+00,9.917264E-01,2.419357E-01,1.843228E-02,7.679607E-06,2.204983E-04,2.542337E-04,7.923791E-05,9.175051E-05,2.983768E-04,3.629423E-04,9.277372E-07,7.408347E-05,1.985826E-06,4.673642E-05,3.965707E-05,8.567689E-08,2.222644E-05,1.377776E-06,1.470759E-04,7.511830E-05,1.313867E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
6.000000E+01,1.844955E-01,5.125016E+00,3.347025E-01,1.677167E+00,1.013668E+00,9.876959E-01,2.422508E-01,2.099372E-02,2.254013E-05,3.436079E-04,3.813666E-04,1.610166E-04,1.383540E-04,4.882366E-04,5.441017E-04,2.539067E-06,1.129576E-04,4.559075E-06,7.086234E-05,5.958308E-05,1.906361E-07,3.428316E-05,3.092287E-06,2.699763E-04,1.126246E-04,1.425730E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
8.000000E+01,1.841729E-01,5.124024E+00,3.342264E-01,1.674882E+00,1.013428E+00,9.836838E-01,2.425665E-01,2.353647E-02,4.669417E-05,4.666231E-04,5.084418E-04,2.599945E-04,1.848029E-04,6.782678E-04,7.250319E-04,5.024236E-06,1.508142E-04,8.167221E-06,9.478611E-05,7.957494E-05,3.351372E-07,4.641522E-05,5.527110E-06,4.002447E-04,1.500893E-04,1.463505E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
1.000000E+02,1.838514E-01,5.123040E+00,3.337551E-01,1.672584E+00,1.013198E+00,9.796821E-01,2.428850E-01,2.606097E-02,8.009047E-05,5.895470E-04,6.354675E-04,3.709944E-04,2.311014E-04,8.681352E-04,9.057446E-04,8.380707E-06,1.876674E-04,1.279401E-05,1.185183E-04,9.960426E-05,5.178335E-07,5.863999E-05,8.617161E-06,5.331169E-04,1.875067E-04,1.476172E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
1.200000E+02,1.835299E-01,5.122048E+00,3.332867E-01,1.670299E+00,1.012960E+00,9.756888E-01,2.432037E-01,2.856752E-02,1.221117E-04,7.123579E-04,7.624337E-04,4.903824E-04,2.772763E-04,1.057770E-03,1.086219E-03,1.259339E-05,2.235779E-04,1.838500E-05,1.420543E-04,1.197113E-04,7.374112E-07,7.093363E-05,1.237404E-05,6.668781E-04,2.248721E-04,1.480508E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
1.400000E+02,1.832076E-01,5.121047E+00,3.328214E-01,1.668012E+00,1.012715E+00,9.717263E-01,2.435228E-01,3.105555E-02,1.718674E-04,8.350847E-04,8.893483E-04,6.155967E-04,3.232965E-04,1.247223E-03,1.266478E-03,1.764409E-05,2.585366E-04,2.494058E-05,1.653959E-04,1.398561E-04,9.926087E-07,8.331084E-05,1.682646E-05,8.009117E-04,2.622138E-04,1.481920E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
1.600000E+02,1.828864E-01,5.120047E+00,3.323600E-01,1.665721E+00,1.012480E+00,9.677730E-01,2.438354E-01,3.352536E-02,2.283835E-04,9.577157E-04,1.016214E-03,7.448714E-04,3.691461E-04,1.436482E-03,1.446516E-03,2.351396E-05,2.926296E-04,3.237627E-05,1.885489E-04,1.600511E-04,1.282184E-06,9.576634E-05,2.192245E-05,9.349974E-04,2.995099E-04,1.482319E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
1.800000E+02,1.825652E-01,5.119043E+00,3.319012E-01,1.663429E+00,1.012240E+00,9.638442E-01,2.441444E-01,3.597766E-02,2.906993E-04,1.080271E-03,1.143028E-03,8.769458E-04,4.148440E-04,1.625560E-03,1.626335E-03,3.018367E-05,3.257089E-04,4.084024E-05,2.115028E-04,1.802979E-04,1.604776E-06,1.083101E-04,2.770919E-05,1.069064E-03,3.367719E-04,1.482414E-04, 0.0128640302, 0.0351871792, 0.0088175463, 0.0196444933, 0.0090486587
