times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,1.890426E-01,7.577020E+00,1.435825E-01,1.763933E+00,5.498468E-01,3.172908E-01,1.026773E-01,2.703132E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
2.000000E+01,1.874202E-01,7.571008E+00,1.428789E-01,1.751216E+00,5.512392E-01,3.160486E-01,1.034753E-01,2.674553E-01,4.238418E-06,3.649884E-04,4.620956E-04,7.961199E-05,1.357081E-04,4.234006E-04,6.644907E-04,5.265383E-07,1.138603E-04,8.986132E-06,7.793500E-05,6.906738E-05,7.371349E-08,3.699382E-05,5.502291E-06,1.530972E-04,1.490171E-04,3.529718E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
4.000000E+01,1.858045E-01,7.564980E+00,1.423668E-01,1.739392E+00,5.526416E-01,3.147853E-01,1.042852E-01,2.646127E-01,2.931588E-05,8.231114E-04,9.237620E-04,2.849638E-04,2.752641E-04,1.102622E-03,1.328107E-03,3.256313E-06,2.311663E-04,3.877064E-05,1.598520E-04,1.392700E-04,2.816757E-07,8.134937E-05,2.223512E-05,5.174110E-04,2.977598E-04,4.720408E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
6.000000E+01,1.841950E-01,7.558920E+00,1.420277E-01,1.727623E+00,5.539949E-01,3.135643E-01,1.050900E-01,2.617887E-01,8.596787E-05,1.279711E-03,1.384315E-03,5.769311E-04,4.127799E-04,1.796057E-03,1.990717E-03,8.817224E-06,3.312535E-04,8.645499E-05,2.384420E-04,2.104510E-04,6.054596E-07,1.272335E-04,5.008766E-05,9.585079E-04,4.462321E-04,5.121795E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
8.000000E+01,1.825953E-01,7.552816E+00,1.418490E-01,1.715914E+00,5.553024E-01,3.123826E-01,1.058821E-01,2.589859E-01,1.779234E-04,1.734102E-03,1.843791E-03,9.283166E-04,5.483083E-04,2.486448E-03,2.652341E-03,1.726034E-05,4.166966E-04,1.494704E-04,3.139082E-04,2.824594E-04,1.028772E-06,1.746074E-04,8.886876E-05,1.426197E-03,5.944065E-04,5.256818E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
1.000000E+02,1.810006E-01,7.546721E+00,1.418139E-01,1.704218E+00,5.565975E-01,3.112133E-01,1.066682E-01,2.562003E-01,3.048898E-04,2.186338E-03,2.302166E-03,1.320254E-03,6.821202E-04,3.172575E-03,3.312982E-03,2.847982E-05,4.896842E-04,2.256361E-04,3.863059E-04,3.551435E-04,1.537269E-06,2.235354E-04,1.382867E-04,1.902512E-03,7.422975E-04,5.301860E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
1.200000E+02,1.794143E-01,7.540606E+00,1.419027E-01,1.692562E+00,5.578727E-01,3.100516E-01,1.074587E-01,2.534319E-01,4.644072E-04,2.636555E-03,2.759423E-03,1.739542E-03,8.141953E-04,3.854429E-03,3.972655E-03,4.233948E-05,5.523897E-04,3.127525E-04,4.558819E-04,4.284966E-04,2.117723E-06,2.737679E-04,1.983365E-04,2.381028E-03,8.898925E-04,5.316569E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
1.400000E+02,1.778349E-01,7.534439E+00,1.421050E-01,1.680985E+00,5.591001E-01,3.089315E-01,1.082296E-01,2.506808E-01,6.529837E-04,3.084715E-03,3.215612E-03,2.177066E-03,9.445464E-04,4.532125E-03,4.631364E-03,5.868503E-05,6.058705E-04,4.097161E-04,5.227165E-04,5.024415E-04,2.758712E-06,3.253702E-04,2.687608E-04,2.859412E-03,1.037203E-03,5.321132E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
1.600000E+02,1.762639E-01,7.528276E+00,1.424123E-01,1.669433E+00,5.603155E-01,3.078136E-01,1.089905E-01,2.479467E-01,8.668596E-04,3.530879E-03,3.670717E-03,2.626454E-03,1.073015E-03,5.205643E-03,5.289104E-03,7.738607E-05,6.505663E-04,5.160976E-04,5.869252E-04,5.766273E-04,3.447901E-06,3.784788E-04,3.497304E-04,3.336806E-03,1.184219E-03,5.322312E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
1.800000E+02,1.746963E-01,7.522066E+00,1.428146E-01,1.657926E+00,5.615162E-01,3.067150E-01,1.097400E-01,2.452525E-01,1.102237E-03,3.974927E-03,4.124661E-03,3.083344E-03,1.199973E-03,5.874831E-03,5.945897E-03,9.828924E-05,6.895793E-04,6.286908E-04,6.486638E-04,6.509779E-04,4.180524E-06,4.330105E-04,4.410626E-04,3.812938E-03,1.330983E-03,5.322454E-04, 0.046566928, 0.022144382, 0.018811983, 0.0308106496, 0.0085978172
