times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,5.659709E-01,8.156584E+00,3.649888E-02,2.084890E+00,6.105531E-02,2.565071E-01,4.513330E-01,2.483922E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
2.000000E+01,5.623661E-01,8.151679E+00,3.640891E-02,2.073187E+00,6.508820E-02,2.541106E-01,4.510102E-01,2.463412E-01,3.937781E-06,3.260426E-04,4.049718E-04,6.711086E-05,1.058255E-04,3.763839E-04,5.896702E-04,4.729781E-07,1.010592E-04,5.968201E-06,6.658596E-05,5.780055E-05,6.087088E-08,3.090391E-05,7.804853E-06,1.411773E-04,1.558598E-04,3.187441E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
4.000000E+01,5.587667E-01,8.146761E+00,3.646020E-02,2.062179E+00,6.910199E-02,2.517554E-01,4.507007E-01,2.443061E-01,2.724714E-05,7.357237E-04,8.098147E-04,2.404072E-04,2.149519E-04,9.811040E-04,1.178630E-03,2.935352E-06,2.089847E-04,2.610499E-05,1.371405E-04,1.165734E-04,2.346428E-07,6.764011E-05,3.123207E-05,4.773656E-04,3.115057E-04,4.262773E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
6.000000E+01,5.551747E-01,8.141816E+00,3.663806E-02,2.051192E+00,7.307517E-02,2.494621E-01,4.503755E-01,2.422740E-01,7.992723E-05,1.144475E-03,1.213951E-03,4.870755E-04,3.228934E-04,1.599439E-03,1.766773E-03,7.974274E-06,3.048359E-04,5.874845E-05,2.054056E-04,1.762256E-04,5.089645E-07,1.053103E-04,6.984222E-05,8.846917E-04,4.668661E-04,4.625132E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
8.000000E+01,5.515952E-01,8.136851E+00,3.693255E-02,2.040218E+00,7.701462E-02,2.472197E-01,4.500427E-01,2.402539E-01,1.654811E-04,1.551761E-03,1.617367E-03,7.842650E-04,4.295987E-04,2.216044E-03,2.354101E-03,1.566154E-05,3.895905E-04,1.029237E-04,2.714865E-04,2.367240E-04,8.723259E-07,1.438765E-04,1.235640E-04,1.316900E-03,6.219137E-04,4.746815E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
1.000000E+02,5.480165E-01,8.131854E+00,3.733169E-02,2.029286E+00,8.091836E-02,2.450252E-01,4.497079E-01,2.382336E-01,2.836593E-04,1.957591E-03,2.020071E-03,1.116021E-03,5.350270E-04,2.829873E-03,2.940610E-03,2.592695E-05,4.648267E-04,1.570646E-04,3.354779E-04,2.978312E-04,1.314607E-06,1.833979E-04,1.921794E-04,1.757346E-03,7.767407E-04,4.787701E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
1.200000E+02,5.444420E-01,8.126838E+00,3.782545E-02,2.018377E+00,8.478323E-02,2.428762E-01,4.493510E-01,2.362175E-01,4.322156E-04,2.362060E-03,2.422025E-03,1.471227E-03,6.392887E-04,3.440904E-03,3.526303E-03,3.866810E-05,5.319505E-04,2.197246E-04,3.974679E-04,3.595126E-04,1.826104E-06,2.238787E-04,2.751748E-04,2.200126E-03,9.313334E-04,4.801143E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
1.400000E+02,5.408809E-01,8.121798E+00,3.840433E-02,2.007478E+00,8.863674E-02,2.407716E-01,4.489940E-01,2.342109E-01,6.079433E-04,2.765037E-03,2.823256E-03,1.842152E-03,7.425847E-04,4.049025E-03,4.111212E-03,5.377083E-05,5.909047E-04,2.909435E-04,4.574878E-04,4.217702E-04,2.397370E-06,2.652760E-04,3.722892E-04,2.643098E-03,1.085591E-03,4.804951E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
1.600000E+02,5.373229E-01,8.116758E+00,3.906023E-02,1.996567E+00,9.246147E-02,2.387256E-01,4.486242E-01,2.322211E-01,8.073505E-04,3.166644E-03,3.223763E-03,2.223503E-03,8.445680E-04,4.654299E-03,4.695315E-03,7.112042E-05,6.437971E-04,3.686014E-04,5.156743E-04,4.842854E-04,3.021723E-06,3.077907E-04,4.826661E-04,3.085463E-03,1.239619E-03,4.805974E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
1.800000E+02,5.337687E-01,8.111674E+00,3.978455E-02,1.985708E+00,9.624155E-02,2.367235E-01,4.482404E-01,2.302430E-01,1.026983E-03,3.566888E-03,3.623520E-03,2.611430E-03,9.456593E-04,5.256898E-03,5.278612E-03,9.060732E-05,6.907598E-04,4.525552E-04,5.720696E-04,5.473390E-04,3.691719E-06,3.510573E-04,6.060401E-04,3.527006E-03,1.393430E-03,4.806152E-04, 0.0413149657, 0.0317212183, 0.043523179, 0.0423252836, 0.0486811688
