times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,3.845894E-02,6.693092E+00,8.950287E-02,1.632653E+00,1.018841E+00,8.347380E-01,4.094497E-01,3.181291E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
2.000000E+01,3.821875E-02,6.688867E+00,8.919193E-02,1.624461E+00,1.018200E+00,8.285963E-01,4.103244E-01,3.174861E-01,3.426338E-06,3.089442E-04,4.004393E-04,7.012804E-05,1.429674E-04,3.633788E-04,5.719433E-04,4.644731E-07,1.054626E-04,4.839139E-06,7.138449E-05,6.394140E-05,6.993587E-08,3.355827E-05,5.220425E-06,1.297142E-04,1.103061E-04,3.074024E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
4.000000E+01,3.797888E-02,6.684625E+00,8.902483E-02,1.616884E+00,1.017541E+00,8.225059E-01,4.112071E-01,3.168193E-01,2.370938E-05,6.973319E-04,8.007717E-04,2.514403E-04,2.907065E-04,9.474581E-04,1.143205E-03,2.884712E-06,2.209331E-04,2.127108E-05,1.474148E-04,1.285678E-04,2.720007E-07,7.338503E-05,2.096019E-05,4.386322E-04,2.204927E-04,4.111142E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
6.000000E+01,3.773984E-02,6.680368E+00,8.899096E-02,1.609302E+00,1.016875E+00,8.164663E-01,4.120966E-01,3.161297E-01,6.954994E-05,1.085066E-03,1.200426E-03,5.098924E-04,4.370301E-04,1.545097E-03,1.713678E-03,7.843542E-06,3.261359E-04,4.828484E-05,2.213872E-04,1.936644E-04,5.950596E-07,1.142208E-04,4.698348E-05,8.129989E-04,3.305510E-04,4.460770E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
8.000000E+01,3.750143E-02,6.676087E+00,8.907867E-02,1.601734E+00,1.016183E+00,8.104964E-01,4.129632E-01,3.154083E-01,1.439939E-04,1.471641E-03,1.599404E-03,8.217258E-04,5.818694E-04,2.141522E-03,2.283370E-03,1.541870E-05,4.218270E-04,8.511184E-05,2.933567E-04,2.592191E-04,1.028620E-06,1.560329E-04,8.354177E-05,1.210337E-03,4.404849E-04,4.578387E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
1.000000E+02,3.726330E-02,6.671786E+00,8.927830E-02,1.594185E+00,1.015485E+00,8.045633E-01,4.138214E-01,3.146799E-01,2.468302E-04,1.857076E-03,1.997658E-03,1.170412E-03,7.254831E-04,2.735581E-03,2.852282E-03,2.554754E-05,5.089234E-04,1.308288E-04,3.633210E-04,3.251667E-04,1.562712E-06,1.988884E-04,1.300072E-04,1.615364E-03,5.502736E-04,4.617593E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
1.200000E+02,3.702610E-02,6.667481E+00,8.958090E-02,1.586643E+00,1.014773E+00,7.986674E-01,4.146780E-01,3.139242E-01,3.761101E-04,2.241373E-03,2.395193E-03,1.544326E-03,8.676807E-04,3.327203E-03,3.420413E-03,3.813636E-05,5.879446E-04,1.849193E-04,4.314444E-04,3.917107E-04,2.188355E-06,2.424821E-04,1.870253E-04,2.022643E-03,6.599174E-04,4.630503E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
1.400000E+02,3.678954E-02,6.663152E+00,8.997485E-02,1.579108E+00,1.014061E+00,7.928251E-01,4.155140E-01,3.131450E-01,5.290431E-04,2.624520E-03,2.792095E-03,1.935472E-03,1.008392E-03,3.916522E-03,3.987785E-03,5.307110E-05,6.597975E-04,2.464669E-04,4.976868E-04,4.583780E-04,2.896680E-06,2.871638E-04,2.534552E-04,2.430154E-03,7.694425E-04,4.634395E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
1.600000E+02,3.655385E-02,6.658804E+00,9.045395E-02,1.571600E+00,1.013323E+00,7.870277E-01,4.163509E-01,3.123506E-01,7.025941E-04,3.006549E-03,3.188270E-03,2.338168E-03,1.148057E-03,4.503509E-03,4.554374E-03,7.025043E-05,7.254917E-04,3.144399E-04,5.621439E-04,5.254548E-04,3.680597E-06,3.327389E-04,3.306965E-04,2.837254E-03,8.788325E-04,4.635524E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
1.800000E+02,3.631896E-02,6.654444E+00,9.101116E-02,1.564087E+00,1.012590E+00,7.812687E-01,4.171745E-01,3.115375E-01,8.937368E-04,3.387490E-03,3.583788E-03,2.748540E-03,1.286539E-03,5.088141E-03,5.120209E-03,8.957733E-05,7.849162E-04,3.889242E-04,6.248729E-04,5.926991E-04,4.531541E-06,3.792445E-04,4.172260E-04,3.243666E-03,9.880956E-04,4.635440E-04, 0.0404000429, 0.0472070046, 0.033877486, 0.0119086553, 0.0207116574
