times,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,p1,p2,p3,p4,p5
0.000000E+00,9.253681E-02,4.764859E+00,1.286792E-01,7.898529E-01,5.125251E-01,4.319338E-01,3.200481E-01,2.577362E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
2.000000E+01,9.154329E-02,4.760226E+00,1.278519E-01,7.812730E-01,5.111427E-01,4.280141E-01,3.204449E-01,2.633022E-02,3.695079E-06,3.271078E-04,4.213513E-04,7.288019E-05,1.458648E-04,3.848046E-04,6.041797E-04,4.867544E-07,1.002562E-04,1.535657E-05,7.281218E-05,6.665058E-05,6.710097E-08,3.477630E-05,1.640214E-05,1.387695E-04,1.249699E-04,3.260602E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
4.000000E+01,9.055035E-02,4.755534E+00,1.270539E-01,7.734171E-01,5.097272E-01,4.241557E-01,3.208342E-01,2.685831E-02,2.555505E-05,7.373948E-04,8.422876E-04,2.604567E-04,2.949957E-04,1.001542E-03,1.207734E-03,2.998389E-06,1.901604E-04,6.409998E-05,1.478519E-04,1.350170E-04,2.462517E-07,7.714038E-05,6.572884E-05,4.687707E-04,2.498238E-04,4.361107E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
6.000000E+01,8.956147E-02,4.750810E+00,1.262852E-01,7.656108E-01,5.083033E-01,4.203053E-01,3.212106E-01,2.736191E-02,7.493408E-05,1.145905E-03,1.262118E-03,5.265310E-04,4.411538E-04,1.630500E-03,1.810463E-03,8.085370E-06,2.560074E-04,1.379151E-04,2.184053E-04,2.048107E-04,5.089210E-07,1.216890E-04,1.467007E-04,8.680152E-04,3.744744E-04,4.732471E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
8.000000E+01,8.857665E-02,4.746063E+00,1.255427E-01,7.578300E-01,5.068483E-01,4.164998E-01,3.215757E-01,2.784174E-02,1.550732E-04,1.552154E-03,1.680868E-03,8.459865E-04,5.845660E-04,2.256000E-03,2.412391E-03,1.576431E-05,3.042839E-04,2.303708E-04,2.847259E-04,2.757126E-04,8.315290E-07,1.684099E-04,2.579528E-04,1.290970E-03,4.989409E-04,4.857577E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
1.000000E+02,8.759613E-02,4.741268E+00,1.248274E-01,7.500920E-01,5.053766E-01,4.127250E-01,3.219377E-01,2.829807E-02,2.657114E-04,1.956147E-03,2.098494E-03,1.201412E-03,7.249782E-04,2.877003E-03,3.013514E-03,2.591787E-05,3.395473E-04,3.368880E-04,3.471978E-04,3.475415E-04,1.196182E-06,2.171929E-04,3.984598E-04,1.721399E-03,6.232416E-04,4.899707E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
1.200000E+02,8.662017E-02,4.736441E+00,1.241365E-01,7.423798E-01,5.039101E-01,4.089683E-01,3.222885E-01,2.873039E-02,4.046816E-04,2.357858E-03,2.515039E-03,1.580607E-03,8.629352E-04,3.493161E-03,3.613841E-03,3.838072E-05,3.652678E-04,4.539839E-04,4.060105E-04,4.199571E-04,1.587922E-06,2.680988E-04,5.671249E-04,2.153402E-03,7.473347E-04,4.913589E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
1.400000E+02,8.564690E-02,4.731611E+00,1.234664E-01,7.346756E-01,5.023881E-01,4.052912E-01,3.226212E-01,2.913854E-02,5.689536E-04,2.757438E-03,2.930457E-03,1.975185E-03,9.980161E-04,4.105069E-03,4.213377E-03,5.299274E-05,3.838035E-04,5.792824E-04,4.612914E-04,4.927701E-04,1.993832E-06,3.211584E-04,7.657254E-04,2.584836E-03,8.712718E-04,4.918189E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
1.600000E+02,8.468027E-02,4.726705E+00,1.228180E-01,7.270412E-01,5.008670E-01,4.016194E-01,3.229529E-01,2.952270E-02,7.552424E-04,3.154656E-03,3.344694E-03,2.379352E-03,1.131152E-03,4.712219E-03,4.812111E-03,6.959044E-05,3.972487E-04,7.106052E-04,5.132975E-04,5.659635E-04,2.405546E-06,3.761396E-04,9.902084E-04,3.015012E-03,9.949747E-04,4.919516E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
1.800000E+02,8.371652E-02,4.721803E+00,1.221873E-01,7.194291E-01,4.992912E-01,3.980104E-01,3.232666E-01,2.988486E-02,9.602802E-04,3.549549E-03,3.757821E-03,2.789235E-03,1.261711E-03,5.314460E-03,5.410042E-03,8.803084E-05,4.065949E-04,8.469411E-04,5.620820E-04,6.389258E-04,2.814539E-06,4.333843E-04,1.240215E-03,3.443516E-03,1.118499E-03,4.919957E-04, 0.0427673954, 0.0013083663, 0.0009805617, 0.0059790308, 0.0088782159
